Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/10/2017
Code Year    Age        Exposure
AUT  1951     12        56781.30
AUT  1951     13        42578.92
AUT  1951     14        40711.41
AUT  1951     15        41367.65
AUT  1951     16        41865.59
AUT  1951     17        42835.63
AUT  1951     18        44120.44
AUT  1951     19        45393.23
AUT  1951     20        46623.59
AUT  1951     21        48146.60
AUT  1951     22        47837.81
AUT  1951     23        48728.10
AUT  1951     24        50713.69
AUT  1951     25        54006.78
AUT  1951     26        57405.60
AUT  1951     27        58961.47
AUT  1951     28        60317.93
AUT  1951     29        60373.90
AUT  1951     30        58513.72
AUT  1951     31        55038.05
AUT  1951     32        39808.35
AUT  1951     33        30661.63
AUT  1951     34        33291.15
AUT  1951     35        36525.31
AUT  1951     36        49056.96
AUT  1951     37        56540.36
AUT  1951     38        57104.55
AUT  1951     39        58585.63
AUT  1951     40        57869.93
AUT  1951     41        59630.13
AUT  1951     42        59111.61
AUT  1951     43        58523.97
AUT  1951     44        58511.00
AUT  1951     45        58535.57
AUT  1951     46        57212.58
AUT  1951     47        57718.94
AUT  1951     48        56952.82
AUT  1951     49        56976.11
AUT  1951     50        55825.49
AUT  1951     51        54605.98
AUT  1951     52        53664.32
AUT  1951     53        52166.28
AUT  1951     54        51019.83
AUT  1951     55        50071.11
AUT  1952     12        67701.93
AUT  1952     13        54501.73
AUT  1952     14        41652.05
AUT  1952     15        40369.50
AUT  1952     16        40811.39
AUT  1952     17        41408.78
AUT  1952     18        42222.20
AUT  1952     19        43860.05
AUT  1952     20        44748.78
AUT  1952     21        46661.30
AUT  1952     22        47509.36
AUT  1952     23        47633.09
AUT  1952     24        47975.00
AUT  1952     25        50272.83
AUT  1952     26        53927.70
AUT  1952     27        57023.96
AUT  1952     28        58784.87
AUT  1952     29        60106.27
AUT  1952     30        60200.05
AUT  1952     31        59465.11
AUT  1952     32        55063.62
AUT  1952     33        37924.21
AUT  1952     34        30031.49
AUT  1952     35        32377.03
AUT  1952     36        35788.54
AUT  1952     37        50365.33
AUT  1952     38        56060.38
AUT  1952     39        57477.12
AUT  1952     40        57586.96
AUT  1952     41        58031.01
AUT  1952     42        59434.66
AUT  1952     43        58672.46
AUT  1952     44        58163.27
AUT  1952     45        58595.12
AUT  1952     46        57780.20
AUT  1952     47        57183.36
AUT  1952     48        57085.60
AUT  1952     49        56825.23
AUT  1952     50        56612.38
AUT  1952     51        55331.93
AUT  1952     52        54377.16
AUT  1952     53        53198.03
AUT  1952     54        51624.49
AUT  1952     55        50674.43
AUT  1953     12        62930.74
AUT  1953     13        67472.90
AUT  1953     14        54252.86
AUT  1953     15        41391.95
AUT  1953     16        40063.86
AUT  1953     17        40462.82
AUT  1953     18        41028.58
AUT  1953     19        41858.26
AUT  1953     20        43521.66
AUT  1953     21        44454.40
AUT  1953     22        46373.54
AUT  1953     23        47242.06
AUT  1953     24        47362.45
AUT  1953     25        47713.65
AUT  1953     26        50008.14
AUT  1953     27        53640.29
AUT  1953     28        56755.61
AUT  1953     29        58525.90
AUT  1953     30        59834.23
AUT  1953     31        59937.44
AUT  1953     32        59212.95
AUT  1953     33        54835.64
AUT  1953     34        37765.67
AUT  1953     35        29898.14
AUT  1953     36        32250.98
AUT  1953     37        35638.19
AUT  1953     38        50155.55
AUT  1953     39        55844.60
AUT  1953     40        57221.59
AUT  1953     41        57329.99
AUT  1953     42        57765.00
AUT  1953     43        59164.71
AUT  1953     44        58407.00
AUT  1953     45        57914.31
AUT  1953     46        58309.18
AUT  1953     47        57465.78
AUT  1953     48        56843.40
AUT  1953     49        56723.13
AUT  1953     50        56477.67
AUT  1953     51        56245.43
AUT  1953     52        54958.98
AUT  1953     53        53996.76
AUT  1953     54        52784.60
AUT  1953     55        51195.46
AUT  1954     12        58041.80
AUT  1954     13        62788.77
AUT  1954     14        67283.66
AUT  1954     15        54053.40
AUT  1954     16        41176.45
AUT  1954     17        39817.80
AUT  1954     18        40176.20
AUT  1954     19        40718.08
AUT  1954     20        41560.07
AUT  1954     21        43249.05
AUT  1954     22        44216.60
AUT  1954     23        46134.43
AUT  1954     24        47009.40
AUT  1954     25        47145.50
AUT  1954     26        47501.39
AUT  1954     27        49783.12
AUT  1954     28        53419.69
AUT  1954     29        56523.85
AUT  1954     30        58286.59
AUT  1954     31        59605.29
AUT  1954     32        59710.16
AUT  1954     33        59003.59
AUT  1954     34        54632.66
AUT  1954     35        37613.83
AUT  1954     36        29783.85
AUT  1954     37        32134.49
AUT  1954     38        35506.46
AUT  1954     39        49946.83
AUT  1954     40        55626.03
AUT  1954     41        56997.68
AUT  1954     42        57097.51
AUT  1954     43        57517.55
AUT  1954     44        58907.72
AUT  1954     45        58170.01
AUT  1954     46        57665.81
AUT  1954     47        58019.68
AUT  1954     48        57147.85
AUT  1954     49        56489.87
AUT  1954     50        56380.05
AUT  1954     51        56115.64
AUT  1954     52        55855.97
AUT  1954     53        54578.52
AUT  1954     54        53621.28
AUT  1954     55        52369.05
AUT  1955     12        52344.30
AUT  1955     13        57913.63
AUT  1955     14        62620.99
AUT  1955     15        67054.32
AUT  1955     16        53810.39
AUT  1955     17        40914.46
AUT  1955     18        39515.25
AUT  1955     19        39827.95
AUT  1955     20        40337.42
AUT  1955     21        41176.52
AUT  1955     22        42912.43
AUT  1955     23        43904.96
AUT  1955     24        45847.25
AUT  1955     25        46725.59
AUT  1955     26        46896.55
AUT  1955     27        47242.40
AUT  1955     28        49517.38
AUT  1955     29        53152.22
AUT  1955     30        56245.12
AUT  1955     31        58008.57
AUT  1955     32        59342.61
AUT  1955     33        59442.00
AUT  1955     34        58743.30
AUT  1955     35        54391.99
AUT  1955     36        37437.75
AUT  1955     37        29645.97
AUT  1955     38        32000.65
AUT  1955     39        35353.07
AUT  1955     40        49708.51
AUT  1955     41        55398.13
AUT  1955     42        56758.62
AUT  1955     43        56833.04
AUT  1955     44        57238.57
AUT  1955     45        58631.26
AUT  1955     46        57904.06
AUT  1955     47        57408.34
AUT  1955     48        57690.72
AUT  1955     49        56799.82
AUT  1955     50        56124.81
AUT  1955     51        56007.63
AUT  1955     52        55733.69
AUT  1955     53        55431.56
AUT  1955     54        54174.62
AUT  1955     55        53200.28
AUT  1956     12        53557.09
AUT  1956     13        52244.68
AUT  1956     14        57736.81
AUT  1956     15        62392.83
AUT  1956     16        66740.14
AUT  1956     17        53476.14
AUT  1956     18        40553.42
AUT  1956     19        39101.43
AUT  1956     20        39351.43
AUT  1956     21        39806.28
AUT  1956     22        40664.85
AUT  1956     23        42454.76
AUT  1956     24        43496.25
AUT  1956     25        45459.88
AUT  1956     26        46371.62
AUT  1956     27        46558.06
AUT  1956     28        46890.77
AUT  1956     29        49181.14
AUT  1956     30        52794.96
AUT  1956     31        55864.23
AUT  1956     32        57654.07
AUT  1956     33        58987.28
AUT  1956     34        59106.24
AUT  1956     35        58414.39
AUT  1956     36        54077.81
AUT  1956     37        37216.10
AUT  1956     38        29486.33
AUT  1956     39        31832.98
AUT  1956     40        35162.95
AUT  1956     41        49433.73
AUT  1956     42        55125.82
AUT  1956     43        56466.16
AUT  1956     44        56507.57
AUT  1956     45        56928.06
AUT  1956     46        58299.71
AUT  1956     47        57613.59
AUT  1956     48        57083.37
AUT  1956     49        57337.22
AUT  1956     50        56437.29
AUT  1956     51        55726.26
AUT  1956     52        55595.67
AUT  1956     53        55299.13
AUT  1956     54        54967.10
AUT  1956     55        53729.07
AUT  1957     12        47414.91
AUT  1957     13        53524.57
AUT  1957     14        52139.89
AUT  1957     15        57587.59
AUT  1957     16        62187.93
AUT  1957     17        66489.84
AUT  1957     18        53208.91
AUT  1957     19        40266.59
AUT  1957     20        38766.24
AUT  1957     21        38970.77
AUT  1957     22        39394.85
AUT  1957     23        40287.96
AUT  1957     24        42111.90
AUT  1957     25        43188.27
AUT  1957     26        45162.74
AUT  1957     27        46098.52
AUT  1957     28        46277.10
AUT  1957     29        46628.99
AUT  1957     30        48903.41
AUT  1957     31        52496.19
AUT  1957     32        55562.63
AUT  1957     33        57364.88
AUT  1957     34        58708.57
AUT  1957     35        58823.64
AUT  1957     36        58150.23
AUT  1957     37        53824.12
AUT  1957     38        37048.02
AUT  1957     39        29350.47
AUT  1957     40        31695.75
AUT  1957     41        34984.78
AUT  1957     42        49209.72
AUT  1957     43        54885.97
AUT  1957     44        56196.62
AUT  1957     45        56216.56
AUT  1957     46        56620.49
AUT  1957     47        57992.72
AUT  1957     48        57308.60
AUT  1957     49        56753.84
AUT  1957     50        57003.09
AUT  1957     51        56071.80
AUT  1957     52        55321.23
AUT  1957     53        55197.67
AUT  1957     54        54854.63
AUT  1957     55        54510.99
AUT  1958     12        39688.59
AUT  1958     13        47389.37
AUT  1958     14        53503.20
AUT  1958     15        52072.05
AUT  1958     16        57485.05
AUT  1958     17        62057.49
AUT  1958     18        66323.30
AUT  1958     19        53027.78
AUT  1958     20        40073.54
AUT  1958     21        38551.98
AUT  1958     22        38718.63
AUT  1958     23        39117.19
AUT  1958     24        40028.67
AUT  1958     25        41870.86
AUT  1958     26        42966.30
AUT  1958     27        44957.01
AUT  1958     28        45891.52
AUT  1958     29        46086.07
AUT  1958     30        46432.21
AUT  1958     31        48704.37
AUT  1958     32        52285.50
AUT  1958     33        55345.97
AUT  1958     34        57144.06
AUT  1958     35        58494.18
AUT  1958     36        58610.33
AUT  1958     37        57938.86
AUT  1958     38        53624.59
AUT  1958     39        36914.69
AUT  1958     40        29236.09
AUT  1958     41        31578.52
AUT  1958     42        34855.40
AUT  1958     43        49008.74
AUT  1958     44        54684.61
AUT  1958     45        55955.67
AUT  1958     46        55964.60
AUT  1958     47        56347.55
AUT  1958     48        57693.75
AUT  1958     49        57004.65
AUT  1958     50        56453.26
AUT  1958     51        56666.12
AUT  1958     52        55722.35
AUT  1958     53        54939.23
AUT  1958     54        54766.75
AUT  1958     55        54424.48
AUT  1959     12        52539.23
AUT  1959     13        39670.59
AUT  1959     14        47376.37
AUT  1959     15        53468.45
AUT  1959     16        52001.81
AUT  1959     17        57392.49
AUT  1959     18        61936.94
AUT  1959     19        66174.66
AUT  1959     20        52872.15
AUT  1959     21        39912.18
AUT  1959     22        38365.70
AUT  1959     23        38509.44
AUT  1959     24        38898.66
AUT  1959     25        39821.47
AUT  1959     26        41679.25
AUT  1959     27        42795.22
AUT  1959     28        44781.85
AUT  1959     29        45730.55
AUT  1959     30        45923.10
AUT  1959     31        46269.55
AUT  1959     32        48535.77
AUT  1959     33        52104.91
AUT  1959     34        55154.07
AUT  1959     35        56951.70
AUT  1959     36        58296.88
AUT  1959     37        58422.49
AUT  1959     38        57753.76
AUT  1959     39        53435.24
AUT  1959     40        36790.76
AUT  1959     41        29129.95
AUT  1959     42        31464.96
AUT  1959     43        34719.23
AUT  1959     44        48823.15
AUT  1959     45        54473.63
AUT  1959     46        55716.63
AUT  1959     47        55720.12
AUT  1959     48        56072.09
AUT  1959     49        57414.76
AUT  1959     50        56729.54
AUT  1959     51        56128.77
AUT  1959     52        56335.61
AUT  1959     53        55351.39
AUT  1959     54        54553.83
AUT  1959     55        54367.68
AUT  1960     12        52590.16
AUT  1960     13        52518.56
AUT  1960     14        39652.36
AUT  1960     15        47352.88
AUT  1960     16        53428.02
AUT  1960     17        51960.64
AUT  1960     18        57344.87
AUT  1960     19        61873.46
AUT  1960     20        66099.74
AUT  1960     21        52785.58
AUT  1960     22        39828.80
AUT  1960     23        38259.68
AUT  1960     24        38387.15
AUT  1960     25        38772.55
AUT  1960     26        39706.81
AUT  1960     27        41563.85
AUT  1960     28        42684.64
AUT  1960     29        44667.23
AUT  1960     30        45625.83
AUT  1960     31        45809.63
AUT  1960     32        46154.49
AUT  1960     33        48413.64
AUT  1960     34        51975.34
AUT  1960     35        55013.92
AUT  1960     36        56813.31
AUT  1960     37        58167.90
AUT  1960     38        58279.89
AUT  1960     39        57600.19
AUT  1960     40        53290.15
AUT  1960     41        36680.34
AUT  1960     42        29039.04
AUT  1960     43        31366.71
AUT  1960     44        34599.18
AUT  1960     45        48659.36
AUT  1960     46        54261.15
AUT  1960     47        55504.20
AUT  1960     48        55487.21
AUT  1960     49        55811.04
AUT  1960     50        57139.21
AUT  1960     51        56432.15
AUT  1960     52        55802.86
AUT  1960     53        55987.69
AUT  1960     54        55004.55
AUT  1960     55        54164.22
AUT  1961     12        51124.47
AUT  1961     13        52585.27
AUT  1961     14        52508.04
AUT  1961     15        39594.35
AUT  1961     16        47265.47
AUT  1961     17        53318.21
AUT  1961     18        51807.71
AUT  1961     19        57180.53
AUT  1961     20        61694.86
AUT  1961     21        65871.77
AUT  1961     22        52614.98
AUT  1961     23        39705.86
AUT  1961     24        38155.08
AUT  1961     25        38331.99
AUT  1961     26        38716.87
AUT  1961     27        39648.85
AUT  1961     28        41497.79
AUT  1961     29        42624.50
AUT  1961     30        44619.34
AUT  1961     31        45549.89
AUT  1961     32        45724.58
AUT  1961     33        46076.97
AUT  1961     34        48340.68
AUT  1961     35        51881.10
AUT  1961     36        54912.36
AUT  1961     37        56716.79
AUT  1961     38        58042.50
AUT  1961     39        58151.43
AUT  1961     40        57493.77
AUT  1961     41        53152.20
AUT  1961     42        36589.95
AUT  1961     43        28966.80
AUT  1961     44        31288.75
AUT  1961     45        34495.93
AUT  1961     46        48502.84
AUT  1961     47        54079.97
AUT  1961     48        55298.25
AUT  1961     49        55237.83
AUT  1961     50        55576.63
AUT  1961     51        56856.85
AUT  1961     52        56117.84
AUT  1961     53        55476.53
AUT  1961     54        55629.86
AUT  1961     55        54621.70
AUT  1962     12        47830.66
AUT  1962     13        51189.48
AUT  1962     14        52601.89
AUT  1962     15        52454.29
AUT  1962     16        39482.40
AUT  1962     17        47071.88
AUT  1962     18        53033.35
AUT  1962     19        51498.88
AUT  1962     20        56868.65
AUT  1962     21        61358.42
AUT  1962     22        65556.91
AUT  1962     23        52424.46
AUT  1962     24        39608.65
AUT  1962     25        38169.77
AUT  1962     26        38323.18
AUT  1962     27        38720.54
AUT  1962     28        39646.84
AUT  1962     29        41497.87
AUT  1962     30        42637.37
AUT  1962     31        44613.28
AUT  1962     32        45505.70
AUT  1962     33        45686.20
AUT  1962     34        46053.39
AUT  1962     35        48301.95
AUT  1962     36        51817.09
AUT  1962     37        54836.47
AUT  1962     38        56605.18
AUT  1962     39        57909.85
AUT  1962     40        58072.52
AUT  1962     41        57387.02
AUT  1962     42        53031.54
AUT  1962     43        36519.00
AUT  1962     44        28904.79
AUT  1962     45        31223.27
AUT  1962     46        34384.40
AUT  1962     47        48362.51
AUT  1962     48        53873.57
AUT  1962     49        55084.70
AUT  1962     50        55034.73
AUT  1962     51        55349.57
AUT  1962     52        56550.30
AUT  1962     53        55786.81
AUT  1962     54        55119.01
AUT  1962     55        55280.76
AUT  1963     12        47046.63
AUT  1963     13        47986.13
AUT  1963     14        51268.30
AUT  1963     15        52633.14
AUT  1963     16        52402.41
AUT  1963     17        39353.06
AUT  1963     18        46830.99
AUT  1963     19        52742.09
AUT  1963     20        51204.78
AUT  1963     21        56581.47
AUT  1963     22        61060.83
AUT  1963     23        65290.42
AUT  1963     24        52263.47
AUT  1963     25        39655.81
AUT  1963     26        38199.47
AUT  1963     27        38349.21
AUT  1963     28        38758.93
AUT  1963     29        39675.15
AUT  1963     30        41522.43
AUT  1963     31        42676.38
AUT  1963     32        44629.38
AUT  1963     33        45490.60
AUT  1963     34        45670.15
AUT  1963     35        46042.46
AUT  1963     36        48285.32
AUT  1963     37        51774.83
AUT  1963     38        54767.78
AUT  1963     39        56505.81
AUT  1963     40        57795.77
AUT  1963     41        57979.61
AUT  1963     42        57288.92
AUT  1963     43        52913.08
AUT  1963     44        36422.03
AUT  1963     45        28853.76
AUT  1963     46        31127.42
AUT  1963     47        34272.01
AUT  1963     48        48187.67
AUT  1963     49        53671.81
AUT  1963     50        54862.12
AUT  1963     51        54832.28
AUT  1963     52        55075.04
AUT  1963     53        56220.37
AUT  1963     54        55428.40
AUT  1963     55        54784.99
AUT  1964     12        46792.63
AUT  1964     13        47282.54
AUT  1964     14        48147.09
AUT  1964     15        51351.05
AUT  1964     16        52671.01
AUT  1964     17        52361.07
AUT  1964     18        39202.87
AUT  1964     19        46596.48
AUT  1964     20        52444.50
AUT  1964     21        50906.43
AUT  1964     22        56278.87
AUT  1964     23        60754.45
AUT  1964     24        64991.64
AUT  1964     25        52187.42
AUT  1964     26        39653.60
AUT  1964     27        38204.37
AUT  1964     28        38345.61
AUT  1964     29        38776.26
AUT  1964     30        39677.95
AUT  1964     31        41543.23
AUT  1964     32        42707.85
AUT  1964     33        44637.71
AUT  1964     34        45473.54
AUT  1964     35        45640.16
AUT  1964     36        46031.38
AUT  1964     37        48263.09
AUT  1964     38        51728.57
AUT  1964     39        54702.15
AUT  1964     40        56390.94
AUT  1964     41        57685.69
AUT  1964     42        57890.45
AUT  1964     43        57179.01
AUT  1964     44        52759.87
AUT  1964     45        36332.85
AUT  1964     46        28777.90
AUT  1964     47        31027.58
AUT  1964     48        34167.90
AUT  1964     49        48020.66
AUT  1964     50        53472.67
AUT  1964     51        54621.19
AUT  1964     52        54590.41
AUT  1964     53        54814.16
AUT  1964     54        55863.98
AUT  1964     55        55066.45
AUT  1965     12        47663.76
AUT  1965     13        47066.68
AUT  1965     14        47524.27
AUT  1965     15        48315.80
AUT  1965     16        51456.51
AUT  1965     17        52733.23
AUT  1965     18        52324.40
AUT  1965     19        39087.63
AUT  1965     20        46386.79
AUT  1965     21        52170.96
AUT  1965     22        50639.52
AUT  1965     23        56017.00
AUT  1965     24        60485.61
AUT  1965     25        64780.72
AUT  1965     26        52087.35
AUT  1965     27        39644.30
AUT  1965     28        38203.21
AUT  1965     29        38352.40
AUT  1965     30        38791.76
AUT  1965     31        39700.19
AUT  1965     32        41557.99
AUT  1965     33        42742.82
AUT  1965     34        44651.85
AUT  1965     35        45455.82
AUT  1965     36        45623.51
AUT  1965     37        46016.83
AUT  1965     38        48237.40
AUT  1965     39        51695.02
AUT  1965     40        54641.55
AUT  1965     41        56324.75
AUT  1965     42        57585.51
AUT  1965     43        57803.45
AUT  1965     44        57050.39
AUT  1965     45        52616.34
AUT  1965     46        36225.10
AUT  1965     47        28706.95
AUT  1965     48        30954.97
AUT  1965     49        34052.03
AUT  1965     50        47867.93
AUT  1965     51        53238.51
AUT  1965     52        54382.18
AUT  1965     53        54348.97
AUT  1965     54        54493.61
AUT  1965     55        55489.88
AUT  1966     12        48325.35
AUT  1966     13        47944.78
AUT  1966     14        47364.35
AUT  1966     15        47806.86
AUT  1966     16        48538.81
AUT  1966     17        51635.54
AUT  1966     18        52883.13
AUT  1966     19        52427.38
AUT  1966     20        39098.98
AUT  1966     21        46326.96
AUT  1966     22        52064.87
AUT  1966     23        50507.59
AUT  1966     24        55892.92
AUT  1966     25        60370.35
AUT  1966     26        64672.32
AUT  1966     27        52075.90
AUT  1966     28        39713.63
AUT  1966     29        38275.33
AUT  1966     30        38422.55
AUT  1966     31        38875.47
AUT  1966     32        39764.46
AUT  1966     33        41633.96
AUT  1966     34        42823.70
AUT  1966     35        44704.49
AUT  1966     36        45478.05
AUT  1966     37        45640.51
AUT  1966     38        46038.24
AUT  1966     39        48251.93
AUT  1966     40        51705.01
AUT  1966     41        54630.84
AUT  1966     42        56263.55
AUT  1966     43        57497.48
AUT  1966     44        57723.76
AUT  1966     45        56952.67
AUT  1966     46        52492.13
AUT  1966     47        36136.19
AUT  1966     48        28647.81
AUT  1966     49        30861.12
AUT  1966     50        33952.05
AUT  1966     51        47692.99
AUT  1966     52        53011.31
AUT  1966     53        54131.21
AUT  1966     54        54083.04
AUT  1966     55        54189.61
AUT  1967     12        49886.98
AUT  1967     13        48580.76
AUT  1967     14        48248.64
AUT  1967     15        47706.13
AUT  1967     16        46588.70
AUT  1967     17        48842.76
AUT  1967     18        51922.19
AUT  1967     19        53189.62
AUT  1967     20        52688.87
AUT  1967     21        39233.13
AUT  1967     22        46389.05
AUT  1967     23        52052.14
AUT  1967     24        50465.12
AUT  1967     25        55857.06
AUT  1967     26        60313.28
AUT  1967     27        64603.87
AUT  1967     28        52102.15
AUT  1967     29        39812.25
AUT  1967     30        38367.44
AUT  1967     31        38517.71
AUT  1967     32        38977.91
AUT  1967     33        39861.75
AUT  1967     34        41724.91
AUT  1967     35        42914.74
AUT  1967     36        44782.99
AUT  1967     37        45513.15
AUT  1967     38        45672.88
AUT  1967     39        46077.78
AUT  1967     40        48311.62
AUT  1967     41        51722.49
AUT  1967     42        54612.25
AUT  1967     43        56202.35
AUT  1967     44        57417.69
AUT  1967     45        57656.25
AUT  1967     46        56868.89
AUT  1967     47        52366.87
AUT  1967     48        36035.96
AUT  1967     49        28583.08
AUT  1967     50        32384.25
AUT  1967     51        33851.71
AUT  1967     52        47507.86
AUT  1967     53        52792.61
AUT  1967     54        53876.78
AUT  1967     55        53818.68
AUT  1968     12        52721.83
AUT  1968     13        50066.30
AUT  1968     14        48810.76
AUT  1968     15        48535.80
AUT  1968     16        46561.27
AUT  1968     17        48434.86
AUT  1968     18        49126.32
AUT  1968     19        52159.54
AUT  1968     20        53354.61
AUT  1968     21        52745.07
AUT  1968     22        39159.06
AUT  1968     23        46250.95
AUT  1968     24        51829.97
AUT  1968     25        50200.20
AUT  1968     26        55610.15
AUT  1968     27        60045.68
AUT  1968     28        64335.92
AUT  1968     29        51978.09
AUT  1968     30        39780.34
AUT  1968     31        38345.16
AUT  1968     32        38513.09
AUT  1968     33        38985.12
AUT  1968     34        39860.55
AUT  1968     35        41741.56
AUT  1968     36        42946.94
AUT  1968     37        44785.91
AUT  1968     38        45481.97
AUT  1968     39        45655.28
AUT  1968     40        46094.04
AUT  1968     41        48308.98
AUT  1968     42        51679.39
AUT  1968     43        54543.80
AUT  1968     44        56084.22
AUT  1968     45        57283.33
AUT  1968     46        57524.27
AUT  1968     47        56713.55
AUT  1968     48        52181.55
AUT  1968     49        35916.20
AUT  1968     50        29936.05
AUT  1968     51        30711.73
AUT  1968     52        33719.26
AUT  1968     53        47306.37
AUT  1968     54        52521.08
AUT  1968     55        53570.15
AUT  1969     12        54751.14
AUT  1969     13        52775.70
AUT  1969     14        50234.18
AUT  1969     15        49033.11
AUT  1969     16        48813.64
AUT  1969     17        48313.88
AUT  1969     18        48745.00
AUT  1969     19        49369.10
AUT  1969     20        52293.38
AUT  1969     21        53394.61
AUT  1969     22        52689.55
AUT  1969     23        39023.13
AUT  1969     24        46014.91
AUT  1969     25        51458.83
AUT  1969     26        49836.98
AUT  1969     27        55265.16
AUT  1969     28        59686.39
AUT  1969     29        64017.81
AUT  1969     30        51795.10
AUT  1969     31        39701.88
AUT  1969     32        38296.21
AUT  1969     33        38465.03
AUT  1969     34        38954.13
AUT  1969     35        39844.84
AUT  1969     36        41722.16
AUT  1969     37        42933.94
AUT  1969     38        44750.48
AUT  1969     39        45426.52
AUT  1969     40        45624.40
AUT  1969     41        46065.98
AUT  1969     42        48254.61
AUT  1969     43        51605.61
AUT  1969     44        54417.67
AUT  1969     45        55934.20
AUT  1969     46        57094.64
AUT  1969     47        57344.87
AUT  1969     48        56514.61
AUT  1969     49        51934.27
AUT  1969     50        35769.28
AUT  1969     51        28398.68
AUT  1969     52        30585.26
AUT  1969     53        33561.96
AUT  1969     54        47051.74
AUT  1969     55        52188.44
AUT  1970     12        55517.46
AUT  1970     13        54768.69
AUT  1970     14        52882.33
AUT  1970     15        50461.63
AUT  1970     16        49327.65
AUT  1970     17        49172.33
AUT  1970     18        48768.99
AUT  1970     19        49187.00
AUT  1970     20        49759.85
AUT  1970     21        52599.00
AUT  1970     22        53646.28
AUT  1970     23        52831.32
AUT  1970     24        39034.36
AUT  1970     25        45838.02
AUT  1970     26        51219.96
AUT  1970     27        49586.28
AUT  1970     28        55026.04
AUT  1970     29        59421.00
AUT  1970     30        63786.42
AUT  1970     31        51677.79
AUT  1970     32        39687.08
AUT  1970     33        38289.58
AUT  1970     34        38452.16
AUT  1970     35        38973.10
AUT  1970     36        39849.48
AUT  1970     37        41733.07
AUT  1970     38        42946.98
AUT  1970     39        44736.49
AUT  1970     40        45418.44
AUT  1970     41        45592.58
AUT  1970     42        46044.84
AUT  1970     43        48220.97
AUT  1970     44        51531.54
AUT  1970     45        54315.05
AUT  1970     46        55787.68
AUT  1970     47        56891.39
AUT  1970     48        57156.18
AUT  1970     49        56295.16
AUT  1970     50        51709.22
AUT  1970     51        35611.00
AUT  1970     52        28289.09
AUT  1970     53        30459.49
AUT  1970     54        33390.16
AUT  1970     55        46775.85
AUT  1971     12        57030.74
AUT  1971     13        55706.35
AUT  1971     14        54977.39
AUT  1971     15        53231.62
AUT  1971     16        50827.82
AUT  1971     17        49744.77
AUT  1971     18        49696.07
AUT  1971     19        49362.84
AUT  1971     20        49757.74
AUT  1971     21        50290.29
AUT  1971     22        53079.82
AUT  1971     23        54074.76
AUT  1971     24        53146.65
AUT  1971     25        39118.44
AUT  1971     26        45888.14
AUT  1971     27        51199.65
AUT  1971     28        49546.11
AUT  1971     29        54959.68
AUT  1971     30        59354.02
AUT  1971     31        63737.12
AUT  1971     32        51706.81
AUT  1971     33        39751.65
AUT  1971     34        38343.86
AUT  1971     35        38519.06
AUT  1971     36        39035.24
AUT  1971     37        39911.14
AUT  1971     38        41789.53
AUT  1971     39        42983.50
AUT  1971     40        44766.40
AUT  1971     41        45425.88
AUT  1971     42        45593.42
AUT  1971     43        46042.32
AUT  1971     44        48199.01
AUT  1971     45        51471.73
AUT  1971     46        54224.15
AUT  1971     47        55631.27
AUT  1971     48        56720.56
AUT  1971     49        56994.61
AUT  1971     50        56101.75
AUT  1971     51        51522.71
AUT  1971     52        35488.49
AUT  1971     53        28181.86
AUT  1971     54        30313.81
AUT  1971     55        33221.04
AUT  1972     12        59013.24
AUT  1972     13        57439.62
AUT  1972     14        56098.51
AUT  1972     15        55452.68
AUT  1972     16        53725.63
AUT  1972     17        51275.94
AUT  1972     18        50307.39
AUT  1972     19        50384.91
AUT  1972     20        50010.23
AUT  1972     21        50407.74
AUT  1972     22        50820.05
AUT  1972     23        53682.61
AUT  1972     24        54571.58
AUT  1972     25        53523.64
AUT  1972     26        39409.90
AUT  1972     27        46179.68
AUT  1972     28        51423.30
AUT  1972     29        49746.76
AUT  1972     30        55126.15
AUT  1972     31        59511.82
AUT  1972     32        63879.18
AUT  1972     33        51865.64
AUT  1972     34        39889.21
AUT  1972     35        38465.08
AUT  1972     36        38636.09
AUT  1972     37        39131.16
AUT  1972     38        39997.18
AUT  1972     39        41861.83
AUT  1972     40        43026.51
AUT  1972     41        44795.60
AUT  1972     42        45446.09
AUT  1972     43        45601.83
AUT  1972     44        46032.69
AUT  1972     45        48152.00
AUT  1972     46        51393.39
AUT  1972     47        54127.83
AUT  1972     48        55497.79
AUT  1972     49        56584.32
AUT  1972     50        56820.10
AUT  1972     51        55941.56
AUT  1972     52        51358.54
AUT  1972     53        35351.86
AUT  1972     54        28055.61
AUT  1972     55        30153.87
AUT  1973     12        61448.97
AUT  1973     13        59463.77
AUT  1973     14        57882.64
AUT  1973     15        56577.28
AUT  1973     16        55965.86
AUT  1973     17        54254.50
AUT  1973     18        51939.76
AUT  1973     19        51053.33
AUT  1973     20        51107.86
AUT  1973     21        50648.67
AUT  1973     22        50881.06
AUT  1973     23        51400.51
AUT  1973     24        54189.33
AUT  1973     25        54984.90
AUT  1973     26        53898.46
AUT  1973     27        39699.22
AUT  1973     28        46497.27
AUT  1973     29        51687.00
AUT  1973     30        49977.75
AUT  1973     31        55338.65
AUT  1973     32        59681.40
AUT  1973     33        64067.82
AUT  1973     34        52012.77
AUT  1973     35        39999.15
AUT  1973     36        38575.35
AUT  1973     37        38713.03
AUT  1973     38        39204.50
