Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 06/10/2017
Code Year    Age        Exposure
FIN  1943     38        29031.26
FIN  1943     39        28048.35
FIN  1943     40        26574.96
FIN  1943     41        26774.61
FIN  1943     42        25933.57
FIN  1943     43        25553.52
FIN  1943     44        25268.62
FIN  1943     45        24347.33
FIN  1943     46        22968.15
FIN  1943     47        22681.45
FIN  1943     48        21755.79
FIN  1943     49        20068.81
FIN  1943     50        19538.18
FIN  1943     51        20073.74
FIN  1943     52        19762.41
FIN  1943     53        18620.48
FIN  1943     54        18709.25
FIN  1943     55        19322.71
FIN  1944     12        31569.89
FIN  1944     13        33015.74
FIN  1944     14        33737.08
FIN  1944     15        34059.85
FIN  1944     16        33191.45
FIN  1944     17        32595.48
FIN  1944     18        33237.13
FIN  1944     19        33072.70
FIN  1944     20        34052.22
FIN  1944     21        33351.32
FIN  1944     22        33579.43
FIN  1944     23        34180.34
FIN  1944     24        31491.44
FIN  1944     25        26811.93
FIN  1944     26        30660.71
FIN  1944     27        30132.08
FIN  1944     28        29574.42
FIN  1944     29        31275.15
FIN  1944     30        31639.16
FIN  1944     31        32110.89
FIN  1944     32        32613.40
FIN  1944     33        32511.83
FIN  1944     34        32329.87
FIN  1944     35        32304.05
FIN  1944     36        31676.13
FIN  1944     37        31133.87
FIN  1944     38        29446.74
FIN  1944     39        28854.32
FIN  1944     40        27852.22
FIN  1944     41        26388.04
FIN  1944     42        26563.33
FIN  1944     43        25749.73
FIN  1944     44        25358.05
FIN  1944     45        25078.17
FIN  1944     46        24112.69
FIN  1944     47        22748.78
FIN  1944     48        22445.62
FIN  1944     49        21533.51
FIN  1944     50        19841.50
FIN  1944     51        19315.12
FIN  1944     52        19871.93
FIN  1944     53        19533.41
FIN  1944     54        18389.39
FIN  1944     55        18490.43
FIN  1945     12        30179.04
FIN  1945     13        31576.43
FIN  1945     14        32971.58
FIN  1945     15        33693.11
FIN  1945     16        33975.44
FIN  1945     17        33076.46
FIN  1945     18        32480.27
FIN  1945     19        33080.00
FIN  1945     20        32919.78
FIN  1945     21        33876.91
FIN  1945     22        33149.12
FIN  1945     23        33361.49
FIN  1945     24        33948.43
FIN  1945     25        31274.12
FIN  1945     26        26616.33
FIN  1945     27        30463.04
FIN  1945     28        29911.05
FIN  1945     29        29380.21
FIN  1945     30        31069.47
FIN  1945     31        31446.24
FIN  1945     32        31938.00
FIN  1945     33        32420.85
FIN  1945     34        32317.77
FIN  1945     35        32144.61
FIN  1945     36        32109.98
FIN  1945     37        31472.34
FIN  1945     38        30936.02
FIN  1945     39        29268.03
FIN  1945     40        28669.13
FIN  1945     41        27656.11
FIN  1945     42        26191.56
FIN  1945     43        26373.67
FIN  1945     44        25549.60
FIN  1945     45        25185.14
FIN  1945     46        24864.69
FIN  1945     47        23891.71
FIN  1945     48        22506.52
FIN  1945     49        22200.93
FIN  1945     50        21303.08
FIN  1945     51        19603.85
FIN  1945     52        19080.47
FIN  1945     53        19643.60
FIN  1945     54        19292.30
FIN  1945     55        18152.40
FIN  1946     12        30164.02
FIN  1946     13        30169.78
FIN  1946     14        31552.97
FIN  1946     15        32949.02
FIN  1946     16        33645.93
FIN  1946     17        33899.64
FIN  1946     18        32960.05
FIN  1946     19        32339.08
FIN  1946     20        32928.67
FIN  1946     21        32759.09
FIN  1946     22        33676.15
FIN  1946     23        32953.04
FIN  1946     24        33152.47
FIN  1946     25        33728.02
FIN  1946     26        31069.31
FIN  1946     27        26437.35
FIN  1946     28        30248.77
FIN  1946     29        29707.37
FIN  1946     30        29181.52
FIN  1946     31        30876.03
FIN  1946     32        31259.87
FIN  1946     33        31760.85
FIN  1946     34        32249.39
FIN  1946     35        32132.15
FIN  1946     36        31973.67
FIN  1946     37        31926.57
FIN  1946     38        31255.15
FIN  1946     39        30749.60
FIN  1946     40        29085.62
FIN  1946     41        28477.26
FIN  1946     42        27463.43
FIN  1946     43        26003.77
FIN  1946     44        26185.74
FIN  1946     45        25368.35
FIN  1946     46        24998.95
FIN  1946     47        24669.64
FIN  1946     48        23679.17
FIN  1946     49        22264.28
FIN  1946     50        21962.13
FIN  1946     51        21059.04
FIN  1946     52        19362.63
FIN  1946     53        18831.27
FIN  1946     54        19400.13
FIN  1946     55        19044.88
FIN  1947     12        31305.93
FIN  1947     13        30115.88
FIN  1947     14        30131.33
FIN  1947     15        31536.88
FIN  1947     16        32911.66
FIN  1947     17        33581.69
FIN  1947     18        33781.19
FIN  1947     19        32820.23
FIN  1947     20        32179.57
FIN  1947     21        32746.61
FIN  1947     22        32567.05
FIN  1947     23        33477.14
FIN  1947     24        32732.70
FIN  1947     25        32915.54
FIN  1947     26        33508.32
FIN  1947     27        30844.33
FIN  1947     28        26226.09
FIN  1947     29        30035.81
FIN  1947     30        29499.17
FIN  1947     31        28985.81
FIN  1947     32        30657.56
FIN  1947     33        31069.76
FIN  1947     34        31594.42
FIN  1947     35        32065.57
FIN  1947     36        31936.15
FIN  1947     37        31790.72
FIN  1947     38        31713.71
FIN  1947     39        31047.01
FIN  1947     40        30544.64
FIN  1947     41        28887.26
FIN  1947     42        28288.05
FIN  1947     43        27265.75
FIN  1947     44        25819.33
FIN  1947     45        25989.24
FIN  1947     46        25163.67
FIN  1947     47        24819.06
FIN  1947     48        24479.58
FIN  1947     49        23452.32
FIN  1947     50        22024.56
FIN  1947     51        21712.99
FIN  1947     52        20811.57
FIN  1947     53        19082.00
FIN  1947     54        18567.70
FIN  1947     55        19127.33
FIN  1948     12        31464.46
FIN  1948     13        31227.81
FIN  1948     14        30049.93
FIN  1948     15        30082.35
FIN  1948     16        31503.50
FIN  1948     17        32826.46
FIN  1948     18        33473.27
FIN  1948     19        33638.26
FIN  1948     20        32634.63
FIN  1948     21        31974.48
FIN  1948     22        32535.25
FIN  1948     23        32353.05
FIN  1948     24        33239.12
FIN  1948     25        32486.89
FIN  1948     26        32669.54
FIN  1948     27        33264.60
FIN  1948     28        30597.30
FIN  1948     29        26003.91
FIN  1948     30        29812.53
FIN  1948     31        29285.70
FIN  1948     32        28767.31
FIN  1948     33        30442.52
FIN  1948     34        30876.08
FIN  1948     35        31393.27
FIN  1948     36        31861.42
FIN  1948     37        31737.36
FIN  1948     38        31593.97
FIN  1948     39        31509.31
FIN  1948     40        30826.49
FIN  1948     41        30325.68
FIN  1948     42        28693.78
FIN  1948     43        28093.27
FIN  1948     44        27066.59
FIN  1948     45        25622.98
FIN  1948     46        25769.70
FIN  1948     47        24959.61
FIN  1948     48        24633.45
FIN  1948     49        24283.97
FIN  1948     50        23242.23
FIN  1948     51        21774.74
FIN  1948     52        21474.49
FIN  1948     53        20537.46
FIN  1948     54        18800.76
FIN  1948     55        18305.94
FIN  1949     12        31329.70
FIN  1949     13        31384.10
FIN  1949     14        31166.29
FIN  1949     15        29995.97
FIN  1949     16        30041.94
FIN  1949     17        31450.53
FIN  1949     18        32739.85
FIN  1949     19        33350.52
FIN  1949     20        33478.92
FIN  1949     21        32457.97
FIN  1949     22        31786.28
FIN  1949     23        32330.50
FIN  1949     24        32160.66
FIN  1949     25        33018.93
FIN  1949     26        32262.82
FIN  1949     27        32438.42
FIN  1949     28        33047.18
FIN  1949     29        30363.56
FIN  1949     30        25791.69
FIN  1949     31        29602.94
FIN  1949     32        29077.03
FIN  1949     33        28575.25
FIN  1949     34        30237.04
FIN  1949     35        30666.07
FIN  1949     36        31209.32
FIN  1949     37        31681.63
FIN  1949     38        31538.73
FIN  1949     39        31418.42
FIN  1949     40        31312.20
FIN  1949     41        30614.26
FIN  1949     42        30118.93
FIN  1949     43        28511.56
FIN  1949     44        27913.77
FIN  1949     45        26869.06
FIN  1949     46        25419.93
FIN  1949     47        25571.01
FIN  1949     48        24773.70
FIN  1949     49        24441.34
FIN  1949     50        24085.30
FIN  1949     51        22992.62
FIN  1949     52        21551.46
FIN  1949     53        21219.35
FIN  1949     54        20265.46
FIN  1949     55        18516.34
FIN  1950     12        33164.22
FIN  1950     13        31291.70
FIN  1950     14        31346.40
FIN  1950     15        31129.59
FIN  1950     16        29917.48
FIN  1950     17        29938.87
FIN  1950     18        31301.34
FIN  1950     19        32540.45
FIN  1950     20        33134.18
FIN  1950     21        33246.26
FIN  1950     22        32213.19
FIN  1950     23        31549.23
FIN  1950     24        32097.80
FIN  1950     25        31928.74
FIN  1950     26        32784.33
FIN  1950     27        32009.53
FIN  1950     28        32175.50
FIN  1950     29        32806.14
FIN  1950     30        30103.22
FIN  1950     31        25582.33
FIN  1950     32        29377.25
FIN  1950     33        28870.08
FIN  1950     34        28371.81
FIN  1950     35        30014.66
FIN  1950     36        30462.05
FIN  1950     37        31034.68
FIN  1950     38        31494.98
FIN  1950     39        31361.90
FIN  1950     40        31237.92
FIN  1950     41        31135.03
FIN  1950     42        30402.16
FIN  1950     43        29918.37
FIN  1950     44        28334.96
FIN  1950     45        27737.07
FIN  1950     46        26671.45
FIN  1950     47        25248.03
FIN  1950     48        25387.08
FIN  1950     49        24563.46
FIN  1950     50        24237.09
FIN  1950     51        23853.20
FIN  1950     52        22756.78
FIN  1950     53        21294.63
FIN  1950     54        20958.51
FIN  1950     55        19969.59
FIN  1951     12        34312.23
FIN  1951     13        33111.21
FIN  1951     14        31237.82
FIN  1951     15        31278.43
FIN  1951     16        30985.44
FIN  1951     17        29698.59
FIN  1951     18        29673.17
FIN  1951     19        30967.63
FIN  1951     20        32196.09
FIN  1951     21        32797.37
FIN  1951     22        32896.05
FIN  1951     23        31898.53
FIN  1951     24        31246.88
FIN  1951     25        31815.70
FIN  1951     26        31647.79
FIN  1951     27        32502.68
FIN  1951     28        31705.31
FIN  1951     29        31883.41
FIN  1951     30        32547.88
FIN  1951     31        29846.76
FIN  1951     32        25384.36
FIN  1951     33        29150.90
FIN  1951     34        28651.91
FIN  1951     35        28147.64
FIN  1951     36        29794.85
FIN  1951     37        30271.38
FIN  1951     38        30855.97
FIN  1951     39        31289.25
FIN  1951     40        31182.48
FIN  1951     41        31067.84
FIN  1951     42        30944.53
FIN  1951     43        30216.70
FIN  1951     44        29749.49
FIN  1951     45        28174.73
FIN  1951     46        27556.95
FIN  1951     47        26509.01
FIN  1951     48        25094.16
FIN  1951     49        25189.78
FIN  1951     50        24396.91
FIN  1951     51        24033.52
FIN  1951     52        23644.02
FIN  1951     53        22527.23
FIN  1951     54        21063.86
FIN  1951     55        20710.59
FIN  1952     12        34223.34
FIN  1952     13        34243.17
FIN  1952     14        33045.67
FIN  1952     15        31161.13
FIN  1952     16        31134.81
FIN  1952     17        30793.22
FIN  1952     18        29469.96
FIN  1952     19        29405.85
FIN  1952     20        30697.79
FIN  1952     21        31942.44
FIN  1952     22        32561.66
FIN  1952     23        32676.11
FIN  1952     24        31689.28
FIN  1952     25        31065.96
FIN  1952     26        31622.21
FIN  1952     27        31471.02
FIN  1952     28        32297.97
FIN  1952     29        31519.27
FIN  1952     30        31726.52
FIN  1952     31        32393.89
FIN  1952     32        29713.54
FIN  1952     33        25255.72
FIN  1952     34        29010.83
FIN  1952     35        28504.85
FIN  1952     36        28017.19
FIN  1952     37        29663.50
FIN  1952     38        30137.43
FIN  1952     39        30717.33
FIN  1952     40        31165.48
FIN  1952     41        31045.24
FIN  1952     42        30946.43
FIN  1952     43        30828.55
FIN  1952     44        30093.02
FIN  1952     45        29616.06
FIN  1952     46        28040.28
FIN  1952     47        27421.05
FIN  1952     48        26380.19
FIN  1952     49        24945.92
FIN  1952     50        25041.94
FIN  1952     51        24236.76
FIN  1952     52        23873.56
FIN  1952     53        23462.32
FIN  1952     54        22343.99
FIN  1952     55        20850.76
FIN  1953     12        33816.70
FIN  1953     13        34173.87
FIN  1953     14        34185.77
FIN  1953     15        32968.29
FIN  1953     16        31033.51
FIN  1953     17        30990.40
FIN  1953     18        30619.37
FIN  1953     19        29275.58
FIN  1953     20        29221.86
FIN  1953     21        30532.29
FIN  1953     22        31798.08
FIN  1953     23        32415.05
FIN  1953     24        32551.44
FIN  1953     25        31574.57
FIN  1953     26        30967.57
FIN  1953     27        31517.33
FIN  1953     28        31356.07
FIN  1953     29        32210.86
FIN  1953     30        31439.87
FIN  1953     31        31643.96
FIN  1953     32        32301.93
FIN  1953     33        29635.98
FIN  1953     34        25193.05
FIN  1953     35        28935.57
FIN  1953     36        28425.65
FIN  1953     37        27940.00
FIN  1953     38        29563.65
FIN  1953     39        30060.93
FIN  1953     40        30635.23
FIN  1953     41        31068.74
FIN  1953     42        30943.60
FIN  1953     43        30855.38
FIN  1953     44        30715.71
FIN  1953     45        29981.59
FIN  1953     46        29496.17
FIN  1953     47        27911.67
FIN  1953     48        27300.42
FIN  1953     49        26245.17
FIN  1953     50        24802.90
FIN  1953     51        24899.16
FIN  1953     52        24083.41
FIN  1953     53        23704.79
FIN  1953     54        23274.13
FIN  1953     55        22145.02
FIN  1954     12        34050.21
FIN  1954     13        33780.23
FIN  1954     14        34106.16
FIN  1954     15        34093.59
FIN  1954     16        32842.06
FIN  1954     17        30885.12
FIN  1954     18        30812.56
FIN  1954     19        30407.11
FIN  1954     20        29080.40
FIN  1954     21        29045.76
FIN  1954     22        30373.44
FIN  1954     23        31630.76
FIN  1954     24        32274.38
FIN  1954     25        32416.18
FIN  1954     26        31461.90
FIN  1954     27        30857.41
FIN  1954     28        31414.85
FIN  1954     29        31262.01
FIN  1954     30        32119.31
FIN  1954     31        31349.04
FIN  1954     32        31555.43
FIN  1954     33        32206.88
FIN  1954     34        29557.35
FIN  1954     35        25134.18
FIN  1954     36        28858.29
FIN  1954     37        28350.06
FIN  1954     38        27854.55
FIN  1954     39        29476.82
FIN  1954     40        29983.99
FIN  1954     41        30535.11
FIN  1954     42        30975.11
FIN  1954     43        30838.14
FIN  1954     44        30747.34
FIN  1954     45        30607.58
FIN  1954     46        29855.75
FIN  1954     47        29363.03
FIN  1954     48        27782.60
FIN  1954     49        27168.53
FIN  1954     50        26114.27
FIN  1954     51        24656.26
FIN  1954     52        24737.94
FIN  1954     53        23919.33
FIN  1954     54        23523.88
FIN  1954     55        23082.34
FIN  1955     12        31133.12
FIN  1955     13        34022.98
FIN  1955     14        33728.22
FIN  1955     15        34024.22
FIN  1955     16        33983.45
FIN  1955     17        32702.64
FIN  1955     18        30717.30
FIN  1955     19        30631.79
FIN  1955     20        30217.19
FIN  1955     21        28893.41
FIN  1955     22        28875.65
FIN  1955     23        30206.78
FIN  1955     24        31480.03
FIN  1955     25        32137.66
FIN  1955     26        32296.18
FIN  1955     27        31351.37
FIN  1955     28        30769.31
FIN  1955     29        31323.87
FIN  1955     30        31161.85
FIN  1955     31        32029.22
FIN  1955     32        31276.31
FIN  1955     33        31473.84
FIN  1955     34        32120.98
FIN  1955     35        29487.09
FIN  1955     36        25071.99
FIN  1955     37        28789.42
FIN  1955     38        28271.51
FIN  1955     39        27781.07
FIN  1955     40        29403.35
FIN  1955     41        29890.07
FIN  1955     42        30454.24
FIN  1955     43        30878.23
FIN  1955     44        30734.17
FIN  1955     45        30643.61
FIN  1955     46        30493.45
FIN  1955     47        29724.74
FIN  1955     48        29238.49
FIN  1955     49        27657.98
FIN  1955     50        27041.45
FIN  1955     51        25951.13
FIN  1955     52        24504.30
FIN  1955     53        24577.23
FIN  1955     54        23753.00
FIN  1955     55        23349.30
FIN  1956     12        35381.62
FIN  1956     13        31124.93
FIN  1956     14        33991.73
FIN  1956     15        33672.41
FIN  1956     16        33917.17
FIN  1956     17        33839.38
FIN  1956     18        32532.62
FIN  1956     19        30528.37
FIN  1956     20        30442.95
FIN  1956     21        30015.11
FIN  1956     22        28692.88
FIN  1956     23        28686.58
FIN  1956     24        30022.76
FIN  1956     25        31315.59
FIN  1956     26        31988.31
FIN  1956     27        32173.82
FIN  1956     28        31241.27
FIN  1956     29        30667.15
FIN  1956     30        31219.98
FIN  1956     31        31062.68
FIN  1956     32        31943.47
FIN  1956     33        31206.59
FIN  1956     34        31392.31
FIN  1956     35        32032.40
FIN  1956     36        29402.74
FIN  1956     37        25007.42
FIN  1956     38        28708.73
FIN  1956     39        28188.85
FIN  1956     40        27704.84
FIN  1956     41        29305.99
FIN  1956     42        29810.81
FIN  1956     43        30357.31
FIN  1956     44        30779.31
FIN  1956     45        30624.65
FIN  1956     46        30535.40
FIN  1956     47        30363.75
FIN  1956     48        29591.48
FIN  1956     49        29092.61
FIN  1956     50        27530.97
FIN  1956     51        26879.96
FIN  1956     52        25797.57
FIN  1956     53        24347.30
FIN  1956     54        24399.93
FIN  1956     55        23587.79
FIN  1957     12        36976.36
FIN  1957     13        35393.79
FIN  1957     14        31108.95
FIN  1957     15        33946.27
FIN  1957     16        33583.01
FIN  1957     17        33772.56
FIN  1957     18        33655.89
FIN  1957     19        32308.82
FIN  1957     20        30289.17
FIN  1957     21        30206.64
FIN  1957     22        29764.74
FIN  1957     23        28435.25
FIN  1957     24        28438.38
FIN  1957     25        29796.90
FIN  1957     26        31095.93
FIN  1957     27        31792.10
FIN  1957     28        32010.53
FIN  1957     29        31090.59
FIN  1957     30        30524.85
FIN  1957     31        31097.40
FIN  1957     32        30939.41
FIN  1957     33        31820.38
FIN  1957     34        31100.49
FIN  1957     35        31286.67
FIN  1957     36        31925.13
FIN  1957     37        29289.96
FIN  1957     38        24935.26
FIN  1957     39        28617.31
FIN  1957     40        28095.64
FIN  1957     41        27609.15
FIN  1957     42        29206.92
FIN  1957     43        29703.75
FIN  1957     44        30245.10
FIN  1957     45        30672.35
FIN  1957     46        30507.05
FIN  1957     47        30414.31
FIN  1957     48        30216.99
FIN  1957     49        29424.37
FIN  1957     50        28940.07
FIN  1957     51        27372.88
FIN  1957     52        26726.89
FIN  1957     53        25614.26
FIN  1957     54        24171.99
FIN  1957     55        24222.49
FIN  1958     12        50203.58
FIN  1958     13        36989.96
FIN  1958     14        35402.31
FIN  1958     15        31087.84
FIN  1958     16        33880.06
FIN  1958     17        33476.14
FIN  1958     18        33591.60
FIN  1958     19        33418.18
FIN  1958     20        32024.94
FIN  1958     21        29999.08
FIN  1958     22        29910.09
FIN  1958     23        29448.19
FIN  1958     24        28123.18
FIN  1958     25        28135.03
FIN  1958     26        29508.00
FIN  1958     27        30818.04
FIN  1958     28        31554.47
FIN  1958     29        31808.43
FIN  1958     30        30903.71
FIN  1958     31        30367.36
FIN  1958     32        30948.51
FIN  1958     33        30771.11
FIN  1958     34        31672.62
FIN  1958     35        30980.21
FIN  1958     36        31162.72
FIN  1958     37        31789.27
FIN  1958     38        29185.89
FIN  1958     39        24846.48
FIN  1958     40        28511.58
FIN  1958     41        27981.41
FIN  1958     42        27487.62
FIN  1958     43        29080.51
FIN  1958     44        29591.75
FIN  1958     45        30122.84
FIN  1958     46        30557.95
FIN  1958     47        30378.41
FIN  1958     48        30282.88
FIN  1958     49        30052.26
FIN  1958     50        29253.96
FIN  1958     51        28775.95
FIN  1958     52        27219.33
FIN  1958     53        26544.99
FIN  1958     54        25434.12
FIN  1958     55        23972.16
FIN  1959     12        49205.10
FIN  1959     13        50181.51
FIN  1959     14        37027.62
FIN  1959     15        35418.28
FIN  1959     16        31073.29
FIN  1959     17        33809.97
FIN  1959     18        33357.16
FIN  1959     19        33378.53
FIN  1959     20        33148.19
FIN  1959     21        31725.63
FIN  1959     22        29679.13
FIN  1959     23        29589.95
FIN  1959     24        29119.01
FIN  1959     25        27781.18
FIN  1959     26        27821.28
FIN  1959     27        29203.57
FIN  1959     28        30531.52
FIN  1959     29        31303.78
FIN  1959     30        31603.33
FIN  1959     31        30718.47
FIN  1959     32        30209.35
FIN  1959     33        30797.99
FIN  1959     34        30623.62
FIN  1959     35        31540.80
FIN  1959     36        30864.84
FIN  1959     37        31043.53
FIN  1959     38        31661.30
FIN  1959     39        29078.03
FIN  1959     40        24751.06
FIN  1959     41        28405.15
FIN  1959     42        27862.30
FIN  1959     43        27366.10
FIN  1959     44        28979.58
FIN  1959     45        29461.02
FIN  1959     46        29993.51
FIN  1959     47        30436.11
FIN  1959     48        30247.33
FIN  1959     49        30150.67
FIN  1959     50        29889.37
FIN  1959     51        29103.56
FIN  1959     52        28601.57
FIN  1959     53        27054.29
FIN  1959     54        26361.20
FIN  1959     55        25204.26
FIN  1960     12        49259.85
FIN  1960     13        49137.36
FIN  1960     14        50181.24
FIN  1960     15        37065.83
FIN  1960     16        35439.15
FIN  1960     17        31051.16
FIN  1960     18        33731.83
FIN  1960     19        33225.21
FIN  1960     20        33146.93
FIN  1960     21        32868.69
FIN  1960     22        31415.84
FIN  1960     23        29346.23
FIN  1960     24        29266.56
FIN  1960     25        28782.75
FIN  1960     26        27446.85
FIN  1960     27        27508.89
FIN  1960     28        28900.77
FIN  1960     29        30247.30
FIN  1960     30        31065.02
FIN  1960     31        31405.81
FIN  1960     32        30550.21
FIN  1960     33        30060.90
FIN  1960     34        30662.44
FIN  1960     35        30480.93
FIN  1960     36        31409.85
FIN  1960     37        30755.24
FIN  1960     38        30923.12
FIN  1960     39        31544.20
FIN  1960     40        28972.80
FIN  1960     41        24677.95
FIN  1960     42        28314.16
FIN  1960     43        27740.66
FIN  1960     44        27261.39
FIN  1960     45        28853.55
FIN  1960     46        29339.31
FIN  1960     47        29860.68
FIN  1960     48        30311.18
FIN  1960     49        30104.86
FIN  1960     50        30010.48
FIN  1960     51        29732.72
FIN  1960     52        28914.00
FIN  1960     53        28415.69
FIN  1960     54        26871.96
FIN  1960     55        26151.77
FIN  1961     12        48659.86
FIN  1961     13        49144.44
FIN  1961     14        49057.21
FIN  1961     15        50180.39
FIN  1961     16        37027.59
FIN  1961     17        35411.19
FIN  1961     18        30983.68
FIN  1961     19        33511.16
FIN  1961     20        33055.30
FIN  1961     21        32849.05
FIN  1961     22        32679.12
FIN  1961     23        31091.56
FIN  1961     24        29150.75
FIN  1961     25        28929.00
FIN  1961     26        28457.41
FIN  1961     27        27128.88
FIN  1961     28        27220.71
FIN  1961     29        28586.65
FIN  1961     30        30021.09
FIN  1961     31        30824.40
FIN  1961     32        31228.16
FIN  1961     33        30390.28
FIN  1961     34        29941.56
FIN  1961     35        30543.66
FIN  1961     36        30336.85
FIN  1961     37        31263.16
FIN  1961     38        30637.28
FIN  1961     39        30833.55
FIN  1961     40        31428.65
FIN  1961     41        28847.03
FIN  1961     42        24590.59
FIN  1961     43        28182.07
FIN  1961     44        27614.87
FIN  1961     45        27102.40
FIN  1961     46        28726.60
FIN  1961     47        29165.74
FIN  1961     48        29767.53
FIN  1961     49        30168.01
FIN  1961     50        29967.65
FIN  1961     51        29826.36
FIN  1961     52        29573.00
FIN  1961     53        28720.52
FIN  1961     54        28202.03
FIN  1961     55        26665.26
FIN  1962     12        46523.08
FIN  1962     13        48551.16
FIN  1962     14        49099.44
FIN  1962     15        48979.11
FIN  1962     16        50096.41
FIN  1962     17        36948.39
FIN  1962     18        35294.63
FIN  1962     19        30694.32
FIN  1962     20        33339.33
FIN  1962     21        32765.72
FIN  1962     22        32736.99
FIN  1962     23        32455.46
FIN  1962     24        30888.79
FIN  1962     25        28896.31
FIN  1962     26        28685.02
FIN  1962     27        28213.27
FIN  1962     28        26882.13
FIN  1962     29        26957.12
FIN  1962     30        28400.56
FIN  1962     31        29848.05
FIN  1962     32        30660.85
FIN  1962     33        31128.62
FIN  1962     34        30281.23
FIN  1962     35        29857.39
FIN  1962     36        30443.51
FIN  1962     37        30183.14
FIN  1962     38        31174.44
FIN  1962     39        30574.99
FIN  1962     40        30728.33
FIN  1962     41        31305.21
FIN  1962     42        28711.10
FIN  1962     43        24488.05
FIN  1962     44        28065.57
FIN  1962     45        27474.78
FIN  1962     46        26982.87
FIN  1962     47        28580.11
FIN  1962     48        29079.87
FIN  1962     49        29630.90
FIN  1962     50        29982.93
FIN  1962     51        29772.09
FIN  1962     52        29664.72
FIN  1962     53        29391.18
FIN  1962     54        28509.98
FIN  1962     55        27959.15
FIN  1963     12        44514.06
FIN  1963     13        46429.90
FIN  1963     14        48553.35
FIN  1963     15        49030.92
FIN  1963     16        48890.53
FIN  1963     17        49931.63
FIN  1963     18        36731.92
FIN  1963     19        35024.21
FIN  1963     20        30567.21
FIN  1963     21        33033.53
FIN  1963     22        32618.19
FIN  1963     23        32525.27
FIN  1963     24        32144.23
FIN  1963     25        30661.58
FIN  1963     26        28724.46
FIN  1963     27        28504.62
FIN  1963     28        27899.65
FIN  1963     29        26734.34
FIN  1963     30        26750.91
FIN  1963     31        28363.33
FIN  1963     32        29728.08
FIN  1963     33        30599.56
FIN  1963     34        31064.22
FIN  1963     35        30183.36
FIN  1963     36        29820.58
FIN  1963     37        30324.60
FIN  1963     38        30121.06
FIN  1963     39        31130.29
FIN  1963     40        30470.26
FIN  1963     41        30667.91
FIN  1963     42        31188.24
FIN  1963     43        28594.01
FIN  1963     44        24419.21
FIN  1963     45        27966.75
FIN  1963     46        27383.20
FIN  1963     47        26864.33
FIN  1963     48        28467.43
FIN  1963     49        28938.59
FIN  1963     50        29443.45
FIN  1963     51        29792.03
FIN  1963     52        29595.85
FIN  1963     53        29461.91
FIN  1963     54        29209.63
FIN  1963     55        28257.40
FIN  1964     12        43636.11
FIN  1964     13        44394.08
FIN  1964     14        46427.64
FIN  1964     15        48423.59
FIN  1964     16        48841.68
FIN  1964     17        48631.27
FIN  1964     18        49507.32
FIN  1964     19        36270.54
FIN  1964     20        34733.41
FIN  1964     21        30034.94
FIN  1964     22        32727.93
FIN  1964     23        32105.12
FIN  1964     24        32012.22
FIN  1964     25        31722.58
FIN  1964     26        30270.31
FIN  1964     27        28361.02
FIN  1964     28        27946.57
FIN  1964     29        27684.66
FIN  1964     30        26410.53
FIN  1964     31        26703.89
FIN  1964     32        28186.30
FIN  1964     33        29623.00
FIN  1964     34        30567.84
FIN  1964     35        30966.03
FIN  1964     36        30170.89
FIN  1964     37        29687.45
FIN  1964     38        30233.86
FIN  1964     39        30112.98
FIN  1964     40        30985.19
FIN  1964     41        30436.61
FIN  1964     42        30556.99
FIN  1964     43        31072.53
FIN  1964     44        28550.62
FIN  1964     45        24320.47
FIN  1964     46        27859.18
FIN  1964     47        27235.94
FIN  1964     48        26750.95
FIN  1964     49        28353.25
FIN  1964     50        28772.70
FIN  1964     51        29226.65
FIN  1964     52        29671.04
FIN  1964     53        29377.40
FIN  1964     54        29301.36
FIN  1964     55        28949.61
FIN  1965     12        43399.53
FIN  1965     13        43483.95
FIN  1965     14        44427.89
FIN  1965     15        46170.71
FIN  1965     16        48065.36
FIN  1965     17        48438.49
FIN  1965     18        48146.71
FIN  1965     19        48526.11
FIN  1965     20        35772.92
FIN  1965     21        33934.48
FIN  1965     22        29713.43
FIN  1965     23        32015.47
FIN  1965     24        31472.15
FIN  1965     25        31394.77
FIN  1965     26        31205.79
FIN  1965     27        29754.85
FIN  1965     28        27653.93
FIN  1965     29        27708.51
FIN  1965     30        27280.22
FIN  1965     31        26421.56
FIN  1965     32        26441.51
FIN  1965     33        28113.58
FIN  1965     34        29584.95
FIN  1965     35        30450.70
FIN  1965     36        30956.44
FIN  1965     37        29955.02
FIN  1965     38        29579.77
FIN  1965     39        30239.00
FIN  1965     40        29936.44
FIN  1965     41        30947.99
FIN  1965     42        30286.07
FIN  1965     43        30420.35
FIN  1965     44        31025.45
FIN  1965     45        28405.47
FIN  1965     46        24232.17
FIN  1965     47        27661.29
FIN  1965     48        27152.68
FIN  1965     49        26645.95
FIN  1965     50        28176.13
FIN  1965     51        28516.46
FIN  1965     52        29177.04
FIN  1965     53        29468.12
FIN  1965     54        29265.52
FIN  1965     55        29021.80
FIN  1966     12        42387.01
FIN  1966     13        43238.05
FIN  1966     14        43571.28
FIN  1966     15        44140.33
FIN  1966     16        45742.71
FIN  1966     17        47661.24
FIN  1966     18        48009.62
FIN  1966     19        47123.09
FIN  1966     20        47964.58
