"Notes"	"County"	"CountyCode"	"AgeofMother9"	"AgeofMother9Code"	"Year"	"YearCode"	Births	FemalePopulation	FertilityRate
	"Napa County, CA"	"06055"	"25-29 years"	"25-29"	"2006"	"2006"	474	3635	130.40
	"Napa County, CA"	"06055"	"30-34 years"	"30-34"	"2006"	"2006"	454	3688	123.10
	"Napa County, CA"	"06055"	"35-39 years"	"35-39"	"2006"	"2006"	231	4393	52.58
	"Napa County, CA"	"06055"	"40-44 years"	"40-44"	"2006"	"2006"	79	4848	16.30
	"Orange County, CA"	"06059"	"15-19 years"	"15-19"	"2006"	"2006"	3213	103119	31.16
	"Orange County, CA"	"06059"	"20-24 years"	"20-24"	"2006"	"2006"	8331	99088	84.08
	"Orange County, CA"	"06059"	"25-29 years"	"25-29"	"2006"	"2006"	11283	102648	109.92
	"Orange County, CA"	"06059"	"30-34 years"	"30-34"	"2006"	"2006"	12215	100695	121.31
	"Orange County, CA"	"06059"	"35-39 years"	"35-39"	"2006"	"2006"	7312	116676	62.67
	"Orange County, CA"	"06059"	"40-44 years"	"40-44"	"2006"	"2006"	1707	116797	14.62
	"Orange County, CA"	"06059"	"45-49 years"	"45-49"	"2006"	"2006"	129	Not Available	Not Available
	"Placer County, CA"	"06061"	"15-19 years"	"15-19"	"2006"	"2006"	206	10831	19.02
	"Placer County, CA"	"06061"	"20-24 years"	"20-24"	"2006"	"2006"	772	8436	91.51
	"Placer County, CA"	"06061"	"25-29 years"	"25-29"	"2006"	"2006"	1077	8298	129.79
	"Placer County, CA"	"06061"	"30-34 years"	"30-34"	"2006"	"2006"	1087	9012	120.62
	"Placer County, CA"	"06061"	"35-39 years"	"35-39"	"2006"	"2006"	607	11946	50.81
	"Placer County, CA"	"06061"	"40-44 years"	"40-44"	"2006"	"2006"	131	12903	10.15
	"Placer County, CA"	"06061"	"45-49 years"	"45-49"	"2006"	"2006"	10	Not Available	Not Available
	"Riverside County, CA"	"06065"	"15-19 years"	"15-19"	"2006"	"2006"	3682	80865	45.53
	"Riverside County, CA"	"06065"	"20-24 years"	"20-24"	"2006"	"2006"	8966	65290	137.33
	"Riverside County, CA"	"06065"	"25-29 years"	"25-29"	"2006"	"2006"	9454	65082	145.26
	"Riverside County, CA"	"06065"	"30-34 years"	"30-34"	"2006"	"2006"	7134	65505	108.91
	"Riverside County, CA"	"06065"	"35-39 years"	"35-39"	"2006"	"2006"	3559	71540	49.75
	"Riverside County, CA"	"06065"	"40-44 years"	"40-44"	"2006"	"2006"	779	73625	10.58
	"Riverside County, CA"	"06065"	"45-49 years"	"45-49"	"2006"	"2006"	41	Not Available	Not Available
	"Sacramento County, CA"	"06067"	"15-19 years"	"15-19"	"2006"	"2006"	1978	49243	40.17
	"Sacramento County, CA"	"06067"	"20-24 years"	"20-24"	"2006"	"2006"	5472	48967	111.75
	"Sacramento County, CA"	"06067"	"25-29 years"	"25-29"	"2006"	"2006"	6319	53659	117.76
	"Sacramento County, CA"	"06067"	"30-34 years"	"30-34"	"2006"	"2006"	4875	46593	104.63
	"Sacramento County, CA"	"06067"	"35-39 years"	"35-39"	"2006"	"2006"	2647	49685	53.28
	"Sacramento County, CA"	"06067"	"40-44 years"	"40-44"	"2006"	"2006"	595	50748	11.72
	"Sacramento County, CA"	"06067"	"45-49 years"	"45-49"	"2006"	"2006"	43	Not Available	Not Available
	"San Bernardino County, CA"	"06071"	"15-19 years"	"15-19"	"2006"	"2006"	4165	84402	49.35
	"San Bernardino County, CA"	"06071"	"20-24 years"	"20-24"	"2006"	"2006"	9703	71662	135.40
	"San Bernardino County, CA"	"06071"	"25-29 years"	"25-29"	"2006"	"2006"	9745	70523	138.18
	"San Bernardino County, CA"	"06071"	"30-34 years"	"30-34"	"2006"	"2006"	6850	67047	102.17
	"San Bernardino County, CA"	"06071"	"35-39 years"	"35-39"	"2006"	"2006"	3367	71481	47.10
	"San Bernardino County, CA"	"06071"	"40-44 years"	"40-44"	"2006"	"2006"	720	73204	9.84
	"San Bernardino County, CA"	"06071"	"45-49 years"	"45-49"	"2006"	"2006"	41	Not Available	Not Available
	"San Diego County, CA"	"06073"	"15-19 years"	"15-19"	"2006"	"2006"	3791	103538	36.61
	"San Diego County, CA"	"06073"	"20-24 years"	"20-24"	"2006"	"2006"	10780	113839	94.70
	"San Diego County, CA"	"06073"	"25-29 years"	"25-29"	"2006"	"2006"	12416	116332	106.73
	"San Diego County, CA"	"06073"	"30-34 years"	"30-34"	"2006"	"2006"	11500	99691	115.36
	"San Diego County, CA"	"06073"	"35-39 years"	"35-39"	"2006"	"2006"	6611	105866	62.45
	"San Diego County, CA"	"06073"	"40-44 years"	"40-44"	"2006"	"2006"	1593	108387	14.70
	"San Diego County, CA"	"06073"	"45-49 years"	"45-49"	"2006"	"2006"	138	Not Available	Not Available
	"San Francisco County, CA"	"06075"	"15-19 years"	"15-19"	"2006"	"2006"	287	16827	17.06
	"San Francisco County, CA"	"06075"	"20-24 years"	"20-24"	"2006"	"2006"	973	27722	35.10
	"San Francisco County, CA"	"06075"	"25-29 years"	"25-29"	"2006"	"2006"	1604	41961	38.23
	"San Francisco County, CA"	"06075"	"30-34 years"	"30-34"	"2006"	"2006"	2808	37642	74.60
	"San Francisco County, CA"	"06075"	"35-39 years"	"35-39"	"2006"	"2006"	2311	32340	71.46
	"San Francisco County, CA"	"06075"	"40-44 years"	"40-44"	"2006"	"2006"	588	27041	21.74
	"San Francisco County, CA"	"06075"	"45-49 years"	"45-49"	"2006"	"2006"	36	Not Available	Not Available
	"San Joaquin County, CA"	"06077"	"15-19 years"	"15-19"	"2006"	"2006"	1474	27034	54.52
	"San Joaquin County, CA"	"06077"	"20-24 years"	"20-24"	"2006"	"2006"	3180	21773	146.05
	"San Joaquin County, CA"	"06077"	"25-29 years"	"25-29"	"2006"	"2006"	3321	22079	150.41
	"San Joaquin County, CA"	"06077"	"30-34 years"	"30-34"	"2006"	"2006"	2296	21967	104.52
	"San Joaquin County, CA"	"06077"	"35-39 years"	"35-39"	"2006"	"2006"	1210	23442	51.62
	"San Joaquin County, CA"	"06077"	"40-44 years"	"40-44"	"2006"	"2006"	254	24007	10.58
	"San Joaquin County, CA"	"06077"	"45-49 years"	"45-49"	"2006"	"2006"	26	Not Available	Not Available
	"San Luis Obispo County, CA"	"06079"	"15-19 years"	"15-19"	"2006"	"2006"	201	10699	18.79
	"San Luis Obispo County, CA"	"06079"	"20-24 years"	"20-24"	"2006"	"2006"	636	12737	49.93
	"San Luis Obispo County, CA"	"06079"	"25-29 years"	"25-29"	"2006"	"2006"	799	5953	134.22
	"San Luis Obispo County, CA"	"06079"	"30-34 years"	"30-34"	"2006"	"2006"	622	5985	103.93
	"San Luis Obispo County, CA"	"06079"	"35-39 years"	"35-39"	"2006"	"2006"	376	6976	53.90
	"San Luis Obispo County, CA"	"06079"	"40-44 years"	"40-44"	"2006"	"2006"	81	8226	9.85
	"San Luis Obispo County, CA"	"06079"	"45-49 years"	"45-49"	"2006"	"2006"	12	Not Available	Not Available
	"San Mateo County, CA"	"06081"	"15-19 years"	"15-19"	"2006"	"2006"	472	19563	24.13
	"San Mateo County, CA"	"06081"	"20-24 years"	"20-24"	"2006"	"2006"	1417	18620	76.10
	"San Mateo County, CA"	"06081"	"25-29 years"	"25-29"	"2006"	"2006"	2167	22909	94.59
	"San Mateo County, CA"	"06081"	"30-34 years"	"30-34"	"2006"	"2006"	2906	24059	120.79
	"San Mateo County, CA"	"06081"	"35-39 years"	"35-39"	"2006"	"2006"	2247	27340	82.19
	"San Mateo County, CA"	"06081"	"40-44 years"	"40-44"	"2006"	"2006"	546	28555	19.12
	"San Mateo County, CA"	"06081"	"45-49 years"	"45-49"	"2006"	"2006"	42	Not Available	Not Available
	"Santa Barbara County, CA"	"06083"	"15-19 years"	"15-19"	"2006"	"2006"	684	18354	37.27
	"Santa Barbara County, CA"	"06083"	"20-24 years"	"20-24"	"2006"	"2006"	1566	20884	74.99
	"Santa Barbara County, CA"	"06083"	"25-29 years"	"25-29"	"2006"	"2006"	1638	11684	140.19
	"Santa Barbara County, CA"	"06083"	"30-34 years"	"30-34"	"2006"	"2006"	1307	12170	107.40
	"Santa Barbara County, CA"	"06083"	"35-39 years"	"35-39"	"2006"	"2006"	773	12394	62.37
	"Santa Barbara County, CA"	"06083"	"40-44 years"	"40-44"	"2006"	"2006"	169	13602	12.42
	"Santa Barbara County, CA"	"06083"	"45-49 years"	"45-49"	"2006"	"2006"	25	Not Available	Not Available
	"Santa Clara County, CA"	"06085"	"15-19 years"	"15-19"	"2006"	"2006"	1513	52744	28.69
	"Santa Clara County, CA"	"06085"	"20-24 years"	"20-24"	"2006"	"2006"	4160	52474	79.28
	"Santa Clara County, CA"	"06085"	"25-29 years"	"25-29"	"2006"	"2006"	6895	62517	110.29
	"Santa Clara County, CA"	"06085"	"30-34 years"	"30-34"	"2006"	"2006"	8293	65309	126.98
	"Santa Clara County, CA"	"06085"	"35-39 years"	"35-39"	"2006"	"2006"	4857	69233	70.15
	"Santa Clara County, CA"	"06085"	"40-44 years"	"40-44"	"2006"	"2006"	1120	67209	16.66
	"Santa Clara County, CA"	"06085"	"45-49 years"	"45-49"	"2006"	"2006"	71	Not Available	Not Available
	"Santa Cruz County, CA"	"06087"	"15-19 years"	"15-19"	"2006"	"2006"	305	10889	28.01
	"Santa Cruz County, CA"	"06087"	"20-24 years"	"20-24"	"2006"	"2006"	782	11957	65.40
	"Santa Cruz County, CA"	"06087"	"25-29 years"	"25-29"	"2006"	"2006"	913	7239	126.12
	"Santa Cruz County, CA"	"06087"	"30-34 years"	"30-34"	"2006"	"2006"	875	7588	115.31
	"Santa Cruz County, CA"	"06087"	"35-39 years"	"35-39"	"2006"	"2006"	573	8396	68.25
	"Santa Cruz County, CA"	"06087"	"40-44 years"	"40-44"	"2006"	"2006"	127	8976	14.15
	"Santa Cruz County, CA"	"06087"	"45-49 years"	"45-49"	"2006"	"2006"	15	Not Available	Not Available
	"Shasta County, CA"	"06089"	"15-19 years"	"15-19"	"2006"	"2006"	230	6458	35.61
	"Shasta County, CA"	"06089"	"20-24 years"	"20-24"	"2006"	"2006"	702	5383	130.41
	"Shasta County, CA"	"06089"	"25-29 years"	"25-29"	"2006"	"2006"	650	4838	134.35
	"Shasta County, CA"	"06089"	"30-34 years"	"30-34"	"2006"	"2006"	355	4233	83.86
	"Shasta County, CA"	"06089"	"35-39 years"	"35-39"	"2006"	"2006"	199	5293	37.60
	"Shasta County, CA"	"06089"	"40-44 years"	"40-44"	"2006"	"2006"	51	6301	8.09
	"Solano County, CA"	"06095"	"15-19 years"	"15-19"	"2006"	"2006"	487	15169	32.10
	"Solano County, CA"	"06095"	"20-24 years"	"20-24"	"2006"	"2006"	1445	13319	108.49
	"Solano County, CA"	"06095"	"25-29 years"	"25-29"	"2006"	"2006"	1719	13289	129.36
	"Solano County, CA"	"06095"	"30-34 years"	"30-34"	"2006"	"2006"	1262	12620	100.00
	"Solano County, CA"	"06095"	"35-39 years"	"35-39"	"2006"	"2006"	725	14231	50.95
	"Solano County, CA"	"06095"	"40-44 years"	"40-44"	"2006"	"2006"	150	15738	9.53
	"Solano County, CA"	"06095"	"45-49 years"	"45-49"	"2006"	"2006"	15	Not Available	Not Available
	"Sonoma County, CA"	"06097"	"15-19 years"	"15-19"	"2006"	"2006"	438	16190	27.05
	"Sonoma County, CA"	"06097"	"20-24 years"	"20-24"	"2006"	"2006"	1287	14697	87.57
	"Sonoma County, CA"	"06097"	"25-29 years"	"25-29"	"2006"	"2006"	1625	14054	115.63
	"Sonoma County, CA"	"06097"	"30-34 years"	"30-34"	"2006"	"2006"	1385	12653	109.46
	"Sonoma County, CA"	"06097"	"35-39 years"	"35-39"	"2006"	"2006"	914	15495	58.99
	"Sonoma County, CA"	"06097"	"40-44 years"	"40-44"	"2006"	"2006"	230	17594	13.07
	"Sonoma County, CA"	"06097"	"45-49 years"	"45-49"	"2006"	"2006"	11	Not Available	Not Available
	"Stanislaus County, CA"	"06099"	"15-19 years"	"15-19"	"2006"	"2006"	1004	20796	48.28
	"Stanislaus County, CA"	"06099"	"20-24 years"	"20-24"	"2006"	"2006"	2517	17951	140.22
	"Stanislaus County, CA"	"06099"	"25-29 years"	"25-29"	"2006"	"2006"	2535	18077	140.23
	"Stanislaus County, CA"	"06099"	"30-34 years"	"30-34"	"2006"	"2006"	1672	16298	102.59
	"Stanislaus County, CA"	"06099"	"35-39 years"	"35-39"	"2006"	"2006"	820	17534	46.77
	"Stanislaus County, CA"	"06099"	"40-44 years"	"40-44"	"2006"	"2006"	156	17984	8.67
	"Stanislaus County, CA"	"06099"	"45-49 years"	"45-49"	"2006"	"2006"	12	Not Available	Not Available
	"Tulare County, CA"	"06107"	"15-19 years"	"15-19"	"2006"	"2006"	1152	17682	65.15
	"Tulare County, CA"	"06107"	"20-24 years"	"20-24"	"2006"	"2006"	2510	14820	169.37
	"Tulare County, CA"	"06107"	"25-29 years"	"25-29"	"2006"	"2006"	2345	14687	159.67
	"Tulare County, CA"	"06107"	"30-34 years"	"30-34"	"2006"	"2006"	1451	13061	111.09
	"Tulare County, CA"	"06107"	"35-39 years"	"35-39"	"2006"	"2006"	646	13734	47.04
	"Tulare County, CA"	"06107"	"40-44 years"	"40-44"	"2006"	"2006"	159	13578	11.71
	"Ventura County, CA"	"06111"	"15-19 years"	"15-19"	"2006"	"2006"	1164	30352	38.35
	"Ventura County, CA"	"06111"	"20-24 years"	"20-24"	"2006"	"2006"	2877	25597	112.40
	"Ventura County, CA"	"06111"	"25-29 years"	"25-29"	"2006"	"2006"	3272	23995	136.36
	"Ventura County, CA"	"06111"	"30-34 years"	"30-34"	"2006"	"2006"	2860	24560	116.45
	"Ventura County, CA"	"06111"	"35-39 years"	"35-39"	"2006"	"2006"	1793	28756	62.35
	"Ventura County, CA"	"06111"	"40-44 years"	"40-44"	"2006"	"2006"	449	31239	14.37
	"Ventura County, CA"	"06111"	"45-49 years"	"45-49"	"2006"	"2006"	31	Not Available	Not Available
	"Yolo County, CA"	"06113"	"15-19 years"	"15-19"	"2006"	"2006"	225	9942	22.63
	"Yolo County, CA"	"06113"	"20-24 years"	"20-24"	"2006"	"2006"	600	13934	43.06
	"Yolo County, CA"	"06113"	"25-29 years"	"25-29"	"2006"	"2006"	712	6439	110.58
	"Yolo County, CA"	"06113"	"30-34 years"	"30-34"	"2006"	"2006"	667	5925	112.57
	"Yolo County, CA"	"06113"	"35-39 years"	"35-39"	"2006"	"2006"	356	5934	59.99
	"Yolo County, CA"	"06113"	"40-44 years"	"40-44"	"2006"	"2006"	81	6391	12.67
	"Unidentified Counties, CA"	"06999"	"15-19 years"	"15-19"	"2006"	"2006"	1225	31290	39.15
	"Unidentified Counties, CA"	"06999"	"20-24 years"	"20-24"	"2006"	"2006"	3370	23819	141.48
	"Unidentified Counties, CA"	"06999"	"25-29 years"	"25-29"	"2006"	"2006"	3270	23482	139.26
	"Unidentified Counties, CA"	"06999"	"30-34 years"	"30-34"	"2006"	"2006"	2098	22586	92.89
	"Unidentified Counties, CA"	"06999"	"35-39 years"	"35-39"	"2006"	"2006"	1150	26247	43.81
	"Unidentified Counties, CA"	"06999"	"40-44 years"	"40-44"	"2006"	"2006"	261	31392	8.31
	"Unidentified Counties, CA"	"06999"	"45-49 years"	"45-49"	"2006"	"2006"	22	Not Available	Not Available
	"Adams County, CO"	"08001"	"15-19 years"	"15-19"	"2006"	"2006"	823	13417	61.34
	"Adams County, CO"	"08001"	"20-24 years"	"20-24"	"2006"	"2006"	1866	14135	132.01
	"Adams County, CO"	"08001"	"25-29 years"	"25-29"	"2006"	"2006"	2021	16907	119.54
	"Adams County, CO"	"08001"	"30-34 years"	"30-34"	"2006"	"2006"	1463	16126	90.72
	"Adams County, CO"	"08001"	"35-39 years"	"35-39"	"2006"	"2006"	651	15233	42.74
	"Adams County, CO"	"08001"	"40-44 years"	"40-44"	"2006"	"2006"	93	14946	6.22
	"Arapahoe County, CO"	"08005"	"15-19 years"	"15-19"	"2006"	"2006"	684	18101	37.79
	"Arapahoe County, CO"	"08005"	"20-24 years"	"20-24"	"2006"	"2006"	1833	17258	106.21
	"Arapahoe County, CO"	"08005"	"25-29 years"	"25-29"	"2006"	"2006"	2218	19379	114.45
	"Arapahoe County, CO"	"08005"	"30-34 years"	"30-34"	"2006"	"2006"	1944	19347	100.48
	"Arapahoe County, CO"	"08005"	"35-39 years"	"35-39"	"2006"	"2006"	1049	19862	52.81
	"Arapahoe County, CO"	"08005"	"40-44 years"	"40-44"	"2006"	"2006"	211	21047	10.03
	"Boulder County, CO"	"08013"	"15-19 years"	"15-19"	"2006"	"2006"	199	11674	17.05
	"Boulder County, CO"	"08013"	"20-24 years"	"20-24"	"2006"	"2006"	533	14286	37.31
	"Boulder County, CO"	"08013"	"25-29 years"	"25-29"	"2006"	"2006"	753	8906	84.55
	"Boulder County, CO"	"08013"	"30-34 years"	"30-34"	"2006"	"2006"	1039	9183	113.14
	"Boulder County, CO"	"08013"	"35-39 years"	"35-39"	"2006"	"2006"	714	10405	68.62
	"Boulder County, CO"	"08013"	"40-44 years"	"40-44"	"2006"	"2006"	163	10822	15.06
	"Denver County, CO"	"08031"	"15-19 years"	"15-19"	"2006"	"2006"	1292	15124	85.43
	"Denver County, CO"	"08031"	"20-24 years"	"20-24"	"2006"	"2006"	2737	21981	124.52
	"Denver County, CO"	"08031"	"25-29 years"	"25-29"	"2006"	"2006"	2813	28088	100.15
	"Denver County, CO"	"08031"	"30-34 years"	"30-34"	"2006"	"2006"	2717	24558	110.64
	"Denver County, CO"	"08031"	"35-39 years"	"35-39"	"2006"	"2006"	1492	21224	70.30
	"Denver County, CO"	"08031"	"40-44 years"	"40-44"	"2006"	"2006"	284	17763	15.99
	"Denver County, CO"	"08031"	"45-49 years"	"45-49"	"2006"	"2006"	22	Not Available	Not Available
	"Douglas County, CO"	"08035"	"15-19 years"	"15-19"	"2006"	"2006"	82	7786	10.53
	"Douglas County, CO"	"08035"	"20-24 years"	"20-24"	"2006"	"2006"	377	5048	74.68
	"Douglas County, CO"	"08035"	"25-29 years"	"25-29"	"2006"	"2006"	1162	7453	155.91
	"Douglas County, CO"	"08035"	"30-34 years"	"30-34"	"2006"	"2006"	1553	10646	145.88
	"Douglas County, CO"	"08035"	"35-39 years"	"35-39"	"2006"	"2006"	836	12809	65.27
	"Douglas County, CO"	"08035"	"40-44 years"	"40-44"	"2006"	"2006"	152	12660	12.01
	"El Paso County, CO"	"08041"	"15-19 years"	"15-19"	"2006"	"2006"	825	21024	39.24
	"El Paso County, CO"	"08041"	"20-24 years"	"20-24"	"2006"	"2006"	2482	21011	118.13
	"El Paso County, CO"	"08041"	"25-29 years"	"25-29"	"2006"	"2006"	2563	20185	126.98
	"El Paso County, CO"	"08041"	"30-34 years"	"30-34"	"2006"	"2006"	1871	18910	98.94
	"El Paso County, CO"	"08041"	"35-39 years"	"35-39"	"2006"	"2006"	917	20309	45.15
	"El Paso County, CO"	"08041"	"40-44 years"	"40-44"	"2006"	"2006"	186	23185	8.02
	"El Paso County, CO"	"08041"	"45-49 years"	"45-49"	"2006"	"2006"	12	Not Available	Not Available
	"Jefferson County, CO"	"08059"	"15-19 years"	"15-19"	"2006"	"2006"	489	17612	27.77
	"Jefferson County, CO"	"08059"	"20-24 years"	"20-24"	"2006"	"2006"	1252	15371	81.45
	"Jefferson County, CO"	"08059"	"25-29 years"	"25-29"	"2006"	"2006"	1682	15034	111.88
	"Jefferson County, CO"	"08059"	"30-34 years"	"30-34"	"2006"	"2006"	1628	15174	107.29
	"Jefferson County, CO"	"08059"	"35-39 years"	"35-39"	"2006"	"2006"	1026	18397	55.77
	"Jefferson County, CO"	"08059"	"40-44 years"	"40-44"	"2006"	"2006"	215	21811	9.86
	"Jefferson County, CO"	"08059"	"45-49 years"	"45-49"	"2006"	"2006"	13	Not Available	Not Available
	"Larimer County, CO"	"08069"	"15-19 years"	"15-19"	"2006"	"2006"	251	11554	21.72
	"Larimer County, CO"	"08069"	"20-24 years"	"20-24"	"2006"	"2006"	731	15434	47.36
	"Larimer County, CO"	"08069"	"25-29 years"	"25-29"	"2006"	"2006"	1060	9267	114.38
	"Larimer County, CO"	"08069"	"30-34 years"	"30-34"	"2006"	"2006"	927	8551	108.41
	"Larimer County, CO"	"08069"	"35-39 years"	"35-39"	"2006"	"2006"	426	8791	48.46
	"Larimer County, CO"	"08069"	"40-44 years"	"40-44"	"2006"	"2006"	104	9646	10.78
	"Mesa County, CO"	"08077"	"15-19 years"	"15-19"	"2006"	"2006"	240	4763	50.39
	"Mesa County, CO"	"08077"	"20-24 years"	"20-24"	"2006"	"2006"	589	4594	128.21
	"Mesa County, CO"	"08077"	"25-29 years"	"25-29"	"2006"	"2006"	575	4160	138.22
	"Mesa County, CO"	"08077"	"30-34 years"	"30-34"	"2006"	"2006"	324	3661	88.50
	"Mesa County, CO"	"08077"	"35-39 years"	"35-39"	"2006"	"2006"	118	3774	31.27
	"Mesa County, CO"	"08077"	"40-44 years"	"40-44"	"2006"	"2006"	32	4614	6.94
	"Pueblo County, CO"	"08101"	"15-19 years"	"15-19"	"2006"	"2006"	352	5246	67.10
	"Pueblo County, CO"	"08101"	"20-24 years"	"20-24"	"2006"	"2006"	669	4936	135.53
	"Pueblo County, CO"	"08101"	"25-29 years"	"25-29"	"2006"	"2006"	616	4813	127.99
	"Pueblo County, CO"	"08101"	"30-34 years"	"30-34"	"2006"	"2006"	327	4319	75.71
	"Pueblo County, CO"	"08101"	"35-39 years"	"35-39"	"2006"	"2006"	146	4613	31.65
	"Pueblo County, CO"	"08101"	"40-44 years"	"40-44"	"2006"	"2006"	26	5219	4.98
	"Weld County, CO"	"08123"	"15-19 years"	"15-19"	"2006"	"2006"	444	9012	49.27
	"Weld County, CO"	"08123"	"20-24 years"	"20-24"	"2006"	"2006"	1035	8859	116.83
	"Weld County, CO"	"08123"	"25-29 years"	"25-29"	"2006"	"2006"	1235	8706	141.86
	"Weld County, CO"	"08123"	"30-34 years"	"30-34"	"2006"	"2006"	903	8044	112.26
	"Weld County, CO"	"08123"	"35-39 years"	"35-39"	"2006"	"2006"	404	8144	49.61
	"Weld County, CO"	"08123"	"40-44 years"	"40-44"	"2006"	"2006"	75	8161	9.19
	"Unidentified Counties, CO"	"08999"	"15-19 years"	"15-19"	"2006"	"2006"	1038	25113	41.33
	"Unidentified Counties, CO"	"08999"	"20-24 years"	"20-24"	"2006"	"2006"	2629	21316	123.33
	"Unidentified Counties, CO"	"08999"	"25-29 years"	"25-29"	"2006"	"2006"	2732	21409	127.61
	"Unidentified Counties, CO"	"08999"	"30-34 years"	"30-34"	"2006"	"2006"	2126	22483	94.56
	"Unidentified Counties, CO"	"08999"	"35-39 years"	"35-39"	"2006"	"2006"	1242	25121	49.44
	"Unidentified Counties, CO"	"08999"	"40-44 years"	"40-44"	"2006"	"2006"	263	28872	9.11
	"Unidentified Counties, CO"	"08999"	"45-49 years"	"45-49"	"2006"	"2006"	13	Not Available	Not Available
	"Fairfield County, CT"	"09001"	"15-19 years"	"15-19"	"2006"	"2006"	635	29654	21.41
	"Fairfield County, CT"	"09001"	"20-24 years"	"20-24"	"2006"	"2006"	1621	22935	70.68
	"Fairfield County, CT"	"09001"	"25-29 years"	"25-29"	"2006"	"2006"	2501	23379	106.98
	"Fairfield County, CT"	"09001"	"30-34 years"	"30-34"	"2006"	"2006"	3689	27432	134.48
	"Fairfield County, CT"	"09001"	"35-39 years"	"35-39"	"2006"	"2006"	2711	34790	77.92
	"Fairfield County, CT"	"09001"	"40-44 years"	"40-44"	"2006"	"2006"	669	39863	16.78
	"Fairfield County, CT"	"09001"	"45-49 years"	"45-49"	"2006"	"2006"	60	Not Available	Not Available
	"Hartford County, CT"	"09003"	"15-19 years"	"15-19"	"2006"	"2006"	902	30060	30.01
	"Hartford County, CT"	"09003"	"20-24 years"	"20-24"	"2006"	"2006"	1968	26031	75.60
	"Hartford County, CT"	"09003"	"25-29 years"	"25-29"	"2006"	"2006"	2690	25831	104.14
	"Hartford County, CT"	"09003"	"30-34 years"	"30-34"	"2006"	"2006"	2893	26777	108.04
	"Hartford County, CT"	"09003"	"35-39 years"	"35-39"	"2006"	"2006"	1599	31365	50.98
	"Hartford County, CT"	"09003"	"40-44 years"	"40-44"	"2006"	"2006"	352	35892	9.81
	"Hartford County, CT"	"09003"	"45-49 years"	"45-49"	"2006"	"2006"	25	Not Available	Not Available
	"Litchfield County, CT"	"09005"	"15-19 years"	"15-19"	"2006"	"2006"	81	6101	13.28
	"Litchfield County, CT"	"09005"	"20-24 years"	"20-24"	"2006"	"2006"	279	4148	67.26
	"Litchfield County, CT"	"09005"	"25-29 years"	"25-29"	"2006"	"2006"	473	3876	122.03
	"Litchfield County, CT"	"09005"	"30-34 years"	"30-34"	"2006"	"2006"	571	4861	117.47
	"Litchfield County, CT"	"09005"	"35-39 years"	"35-39"	"2006"	"2006"	371	7050	52.62
	"Litchfield County, CT"	"09005"	"40-44 years"	"40-44"	"2006"	"2006"	74	8299	8.92
	"Middlesex County, CT"	"09007"	"15-19 years"	"15-19"	"2006"	"2006"	62	5125	12.10
	"Middlesex County, CT"	"09007"	"20-24 years"	"20-24"	"2006"	"2006"	178	4218	42.20
	"Middlesex County, CT"	"09007"	"25-29 years"	"25-29"	"2006"	"2006"	399	3951	100.99
	"Middlesex County, CT"	"09007"	"30-34 years"	"30-34"	"2006"	"2006"	565	4725	119.58
	"Middlesex County, CT"	"09007"	"35-39 years"	"35-39"	"2006"	"2006"	377	6269	60.14
	"Middlesex County, CT"	"09007"	"40-44 years"	"40-44"	"2006"	"2006"	88	7076	12.44
	"New Haven County, CT"	"09009"	"15-19 years"	"15-19"	"2006"	"2006"	837	30774	27.20
	"New Haven County, CT"	"09009"	"20-24 years"	"20-24"	"2006"	"2006"	1961	27451	71.44
	"New Haven County, CT"	"09009"	"25-29 years"	"25-29"	"2006"	"2006"	2689	26876	100.05
	"New Haven County, CT"	"09009"	"30-34 years"	"30-34"	"2006"	"2006"	2778	26389	105.27
	"New Haven County, CT"	"09009"	"35-39 years"	"35-39"	"2006"	"2006"	1605	31073	51.65
	"New Haven County, CT"	"09009"	"40-44 years"	"40-44"	"2006"	"2006"	342	34071	10.04
	"New Haven County, CT"	"09009"	"45-49 years"	"45-49"	"2006"	"2006"	22	Not Available	Not Available
	"New London County, CT"	"09011"	"15-19 years"	"15-19"	"2006"	"2006"	202	9045	22.33
	"New London County, CT"	"09011"	"20-24 years"	"20-24"	"2006"	"2006"	746	8233	90.61
	"New London County, CT"	"09011"	"25-29 years"	"25-29"	"2006"	"2006"	775	7374	105.10
	"New London County, CT"	"09011"	"30-34 years"	"30-34"	"2006"	"2006"	746	7806	95.57
	"New London County, CT"	"09011"	"35-39 years"	"35-39"	"2006"	"2006"	464	9631	48.18
	"New London County, CT"	"09011"	"40-44 years"	"40-44"	"2006"	"2006"	103	11247	9.16
	"Tolland County, CT"	"09013"	"15-19 years"	"15-19"	"2006"	"2006"	36	7021	5.13
	"Tolland County, CT"	"09013"	"20-24 years"	"20-24"	"2006"	"2006"	206	7428	27.73
	"Tolland County, CT"	"09013"	"25-29 years"	"25-29"	"2006"	"2006"	329	3063	107.41
