"","Code","Year","TFR","C","W15","W20","W25","W30","W35","W40","W45","W","iTFR","p2534","qx","ex","lagTFR"
"354","EST",1964,1.97,98582.23,42510.48,46506.9,51354.26,54445.23,56119.38,45294.74,36376.38,332607.37,2.07474539725322,0.318091237725731,0.02538,70.65,1.9608
"355","EST",1965,1.915,98488.83,45279.87,44111.24,52836.44,52999.64,56345.2,49014.07,34401.49,334987.95,2.05804958058939,0.315939961422493,0.01982,70.71,1.9488
"356","EST",1966,1.898,97513.08,47401.92,42470.73,53335.44,51620.21,56933.77,51922.89,34590.76,338275.72,2.01785561198421,0.310266577808186,0.01973,70.67,1.932
"357","EST",1967,1.911,96127.87,48176.98,41082.95,54292.34,51539.31,56745.76,53946.7,37198.98,342983.02,1.96189038746,0.30856235973431,0.01907,70.99,1.9212
"358","EST",1968,2.025,95007.31,48559.39,41926.47,52807.95,52017.43,56811.47,54948.31,41618.95,348689.97,1.90728505898807,0.300626312824542,0.01835,70.61,1.9438
"359","EST",1969,2.126,95825.86,48091.07,44604.3,50081.32,53529.63,55127.81,56016.5,44771.37,352222,1.90442681036392,0.294163766033922,0.01737,70.27,1.975
"360","EST",1970,2.188,96346.25,47846.2,47443.74,47142.54,55702.47,53664.87,56390.75,48417.48,356608.05,1.89121852409109,0.288397892307815,0.01832,70.39,2.0296
"361","EST",1971,2.234,98640.84,49381.16,49744.84,44810.63,56080.69,52429.89,56906.38,51589.09,360942.68,1.91300701817807,0.279521723504685,0.01767,70.6,2.0968
"362","EST",1972,2.177,101863.74,50349.5,50920.19,42882.2,56894.57,52314.22,56824.76,53540.25,363725.69,1.96039542876391,0.274318731789333,0.01566,70.38,2.15
"363","EST",1973,2.098,104783.78,51018.08,51911.01,43729.1,54751,52892.76,56726.72,54584.13,365612.8,2.00618375505453,0.26935626980237,0.01558,70.7,2.1646
"364","EST",1974,2.089,106042.82,51911.97,52233.8,46761.85,51291.47,54436.76,54990.91,55595.38,367222.14,2.0213915751376,0.267013639210316,0.01758,70.81,2.1572
"365","EST",1975,2.048,107444.11,51979.7,52948.99,50217.77,47917.69,56304.37,53541.82,55918.64,368828.98,2.03918024554361,0.266073072674495,0.01799,70.12,2.1292
"366","EST",1976,2.058,107483.17,51616.14,54545.48,53212.83,45632.46,56714.32,52416.06,56347.09,370484.38,2.03080677787279,0.266800154975495,0.01756,69.74,2.094
"367","EST",1977,2.053,107697.58,51544.83,55138.86,54970.02,43989.1,57547.91,52485.3,56155.63,371831.65,2.02748491151843,0.266139582254496,0.01737,69.83,2.0692
"368","EST",1978,2.016,108127.25,51323.36,55087.96,56572.5,45250.09,55368.28,53110.75,56169.84,372882.78,2.02983562287323,0.273068630307895,0.01642,69.66,2.0528
"369","EST",1979,2.012,109028.34,50518.81,55370.96,57171.47,48877.96,51762.22,54860.79,54419.56,372981.77,2.04620826374436,0.284328722017701,0.01832,69.4,2.0374
"370","EST",1980,2.03,108943.53,50786.64,54683.49,57272.87,52439,48390.88,56524.49,53092.73,373190.1,2.0434751886505,0.293983870418856,0.01713,69.47,2.0338
"371","EST",1981,2.087,109282.9,50491.69,54205.12,58143.1,55371.19,45993.56,56782.18,51982.71,372969.55,2.05105296129403,0.304352701178957,0.01714,69.32,2.0396
"372","EST",1982,2.096,110143.63,49913.64,54608.69,58034.25,56790.02,44272.32,57488.03,51961.48,373068.43,2.06665948657194,0.30778340048768,0.0172,69.86,2.0482
"373","EST",1983,2.177,111057.83,49337.48,55055.63,57738.29,57817.28,45450.9,55105.95,52466.77,372972.3,2.08434999060252,0.309823464101758,0.01642,69.78,2.0804
"374","EST",1984,2.182,113471.98,49439.08,54918.34,58259.34,57820.1,48797.45,51405.46,54053.88,374693.65,2.11987542356269,0.309798257856785,0.0136,69.64,2.1144
"375","EST",1985,2.13,115913.88,49555.86,54798.87,58196.28,58092.84,52529.38,47973.59,55698.76,376845.58,2.15312903497502,0.308585601561255,0.01383,69.77,2.1344
"376","EST",1986,2.178,117346.98,50220.01,53951.31,58386.69,59202.69,55501.89,45681.55,55863.92,378808.06,2.16845665849877,0.310419424549731,0.01602,70.91,2.1526
"377","EST",1987,2.271,118742.93,51100.83,52579.39,59188.08,59577.69,57038.78,43954.31,56753.2,380192.28,2.1862635138199,0.312383433982405,0.01626,70.92,2.1876
"378","EST",1988,2.275,120829.13,52363.98,51373.13,59617.09,60001.99,58091.28,45226.9,54395.98,381070.35,2.21954793911413,0.313902879087811,0.01248,70.97,2.2072
"379","EST",1989,2.218,121710.38,52933.46,50736.61,59314.47,61130.34,58369.47,48573.43,50829.46,381887.24,2.23095346155059,0.315393648659222,0.01459,70.5,2.2144
"380","EST",1990,2.049,121241,53256,50535,58088,60910,58599,52494,47254,381136,2.22673009109609,0.312219260316527,0.01179,69.91,2.1982
"381","EST",1991,1.802,118972.08,53191.12,50952.76,55887.96,60516.86,59449.72,55313.35,44978.46,380290.23,2.18991836839984,0.306094689837286,0.01241,69.8,2.123
"382","EST",1992,1.707,113461,53015.57,51592.54,53082.7,60128.66,59192.67,56431.82,43121.56,376565.52,2.10913362434245,0.300641864395869,0.01522,69.17,2.0102
"383","EST",1993,1.485,104158.26,51574.09,51553.01,50073.2,57373.98,57265.64,55776.79,43724.5,367341.21,1.98482446333751,0.29249966264335,0.01444,68.21,1.8522
"384","EST",1994,1.413,94272.07,50373.36,50657.62,48397.62,54916.52,56264.5,54541.87,46196.86,361348.35,1.82622804282903,0.285912859433286,0.01403,66.76,1.6912
"385","EST",1995,1.372,84825.91,49209.41,49599.61,47452.51,52867.04,55071.45,53565.97,49016.33,356782.32,1.66426792112345,0.28117859091224,0.0146,67.82,1.5558
"386","EST",1996,1.363,77003.35,48854.83,48549.74,47397.85,50581.68,54238.73,53611.43,50905.89,354140.15,1.52206252242227,0.276668799061614,0.01041,70.03,1.468
"387","EST",1997,1.306,71836.69,48643.26,47744,47877.08,48214.8,53825.17,53030.74,51457.02,350792.07,1.43348973082544,0.273928313145733,0.00973,70.25,1.3878
"388","EST",1998,1.272,67000.12,49110.03,47285.04,48287.38,46764.2,53172.85,52739.8,51696.1,349055.4,1.34362866181128,0.272310870996409,0.00921,69.85,1.3452
"389","EST",1999,1.295,64291.57,50084.73,47199.26,48085.63,46070.35,52032.28,52869.12,51352.11,347693.48,1.29436131502955,0.270801684288126,0.00974,70.68,1.3216
"390","EST",2000,1.356,62910,49420,47760,49020,46660,51160,52840,51280,348140,1.26492215775263,0.274831964152353,0.0087,71.02,1.3184
"391","EST",2001,1.316,62710,49450,47700,48320,47080,49530,52550,51790,346420,1.2671612493505,0.27538825702904,0.00859,70.85,1.309
"392","EST",2002,1.359,62300,49410,47480,47790,47820,47620,52570,51560,344250,1.26681190994916,0.277734204793028,0.00571,71.38,1.3196
"393","EST",2003,1.367,63020,49650,47500,47400,48420,46260,52090,51400,342720,1.28717320261438,0.279586834733894,0.00689,71.94,1.3386
"394","EST",2004,1.473,64100,49730,47920,47120,48270,45750,51040,51550,341380,1.31437108207862,0.279424688030933,0.00661,72.39,1.3742
"395","EST",2005,1.519,65700,49600,48280,46610,47980,45580,49860,51400,339310,1.35539771890012,0.278771624767911,0.00549,73.05,1.4068
"396","EST",2006,1.585,66860,49030,48120,46290,47080,45860,48170,51020,335570,1.39470155258217,0.278242989540185,0.00451,73.22,1.4606
"397","EST",2007,1.687,68930,47540,48080,45810,46350,46410,46200,50940,331330,1.45628225636073,0.278151691666918,0.00515,73.18,1.5262
"398","EST",2008,1.721,71600,45500,48450,45800,45780,46940,44850,50350,327670,1.52958769493698,0.279488509781182,0.00503,74.29,1.597
"399","EST",2009,1.701,74570,42160,48710,46130,45490,46830,44400,49370,323090,1.61561793927389,0.283574236280912,0.00358,75.19,1.6426
"400","EST",2010,1.721,76440,38740,48780,46580,44920,46500,44220,48310,318050,1.68237698475083,0.287690614683226,0.00333,75.9,1.683
"401","EST",2011,1.613,78060,35660,48330,46550,44610,45760,44570,46680,312160,1.75044848795489,0.292029728344439,0.00235,76.37,1.6886
"402","EST",2012,1.559,77966,33442,46718,46525,44198,45099,45247,44885,306114,1.78287174059337,0.296369979811443,0.00347,76.45,1.663
"403","EST",2013,1.521,76129,31129,44573,46902,44196,44536,45704,43639,300679,1.77233195534108,0.302974268239551,0.00202,77.28,1.623
"404","EST",2014,1.538,73673,29852,41306,47200,44580,44228,45584,43137,295887,1.74293226806179,0.310185983162491,NA,NA,1.5904
"405","FIN",1939,2.55,332900.01,165800,158000,167099.99,156199.99,135300,118399.99,101200,1001999.97,2.32564884208529,0.322654680319002,0.06967,54.64,NA
"406","FIN",1940,2.147,343200,172500,151300.01,165200,159399.99,138099.99,122400,102600,1011499.99,2.37508652867115,0.320909533573006,0.07992,46.6,NA
"407","FIN",1941,2.904,337957,170663,154395,162241,162394,140520,124629,105692,1020534,2.31809915201257,0.318103071529219,0.06726,46.5,NA
"408","FIN",1942,2.003,356916,168540,157870,158266,163243,143615,127378,107087,1025999,2.43510178859823,0.313361903861505,0.05461,53.96,NA
"409","FIN",1943,2.467,347046,167271,159452,154791,163199,147687,129992,109520,1031912,2.35419493135074,0.308156121839847,0.05399,56.3,2.4142
"410","FIN",1944,2.565,348305,166244,162176,153023,162111,151788,130660,114209,1040211,2.34388503870849,0.302951997239022,0.0689,48.04,2.4172
"411","FIN",1945,3.08,349515,166190,168243,146123,160279,154523,133239,117616,1046213,2.33853431375829,0.292867704759929,0.06804,57.17,2.6038
"412","FIN",1946,3.401,377739,166055,166452,149205,157365,157486,135714,119430,1051707,2.51417267356783,0.291497536861502,0.05831,60.24,2.7032
"413","FIN",1947,3.463,395211,165037,164609,152717,153443,158339,138878,122325,1055348,2.62138839510759,0.290103359271065,0.05826,60.49,2.9952
"414","FIN",1948,3.452,439631,163753,163389,154260,149886,158475,142893,125152,1057808,2.90923967298413,0.2875247681999,0.05136,61.97,3.1922
"415","FIN",1949,3.319,472050,159408,162094,156603,147809,157408,146780,125812,1055914,3.12937417251784,0.288292417753719,0.0468,61.86,3.343
"416","FIN",1950,3.152,498426,156686,162432,162868,140909,155602,149654,128410,1056561,3.30220593037222,0.287514871360953,0.04177,64.2,3.3574
"417","FIN",1951,3.007,502668,153628,161708,160732,143738,152427,152545,130873,1055651,3.33318113656881,0.288419183991679,0.03419,65.64,3.2786
"418","FIN",1952,3.059,488536,152018,159909,158510,146988,148443,153533,134325,1053726,3.24539016784249,0.289921668441322,0.03188,66.53,3.1978
"419","FIN",1953,2.953,476566,152856,158767,157994,149123,145352,154328,138632,1057052,3.15591096748315,0.290541051906623,0.03337,66.59,3.098
"420","FIN",1954,2.931,461397,157156,154389,157252,152092,143829,153799,142903,1061420,3.04288500310904,0.291443537902056,0.03034,67.54,3.0204
"421","FIN",1955,2.938,449554,161327,151342,157667,158758,137598,152336,146149,1065177,2.95432402314357,0.29706330497185,0.02957,67.35,2.9776
"422","FIN",1956,2.92,441992,159599,148631,157737,157525,141225,149679,149498,1063894,2.90813182516303,0.296328393618161,0.02549,67.98,2.9602
"423","FIN",1957,2.865,439216,168975,147502,156574,156226,145011,146371,150675,1071334,2.86979784082275,0.291972438100536,0.02743,67.46,2.9214
"424","FIN",1958,2.681,431724,165075,147697,154580,155294,147011,143076,151503,1064236,2.83965962436903,0.291170379502291,0.02366,68.6,2.867
"425","FIN",1959,2.756,422636,165832,151551,149217,154040,149698,141569,150982,1062889,2.78340635757826,0.285313894489453,0.02382,68.79,2.832
"426","FIN",1960,2.721,416383,167616,155367,144997,153975,156006,135210,149570,1062741,2.74260708865095,0.281321601406175,0.02106,68.99,2.7886
"427","FIN",1961,2.716,408588,182957,153597,141408,153200,154390,138744,146685,1070981,2.67055718075297,0.275082377745263,0.02094,69.01,2.7478
"428","FIN",1962,2.684,401046,191269,163651,139651,151197,152944,142153,143311,1084176,2.58936003010581,0.26826640693024,0.02042,68.73,2.7116
"429","FIN",1963,2.686,397226,212167,160253,140490,149040,152064,144349,139922,1098285,2.53174904510214,0.263620098608285,0.01828,69.17,2.7126
"430","FIN",1964,2.597,398517,226505,161533,144775,144094,151093,147097,138662,1113759,2.50468817760395,0.259364009628654,0.01688,69.38,2.6808
"431","FIN",1965,2.479,395444,236024,161190,147589,139793,151349,153478,132391,1121814,2.46752848511429,0.256176157544834,0.01745,69.12,2.6324
"432","FIN",1966,2.409,390891,235846,173787,144934,136496,150700,151918,135827,1129508,2.42250342627055,0.249161581856879,0.01514,69.64,2.571
"433","FIN",1967,2.323,385988,229637,180943,154575,135413,149059,150716,139435,1139778,2.37056339041462,0.254424984514528,0.01496,69.82,2.4988
"434","FIN",1968,2.14,382156,224892,200844,151990,136843,147251,149873,141639,1153332,2.31944661207701,0.250433526512747,0.01371,69.77,2.3896
"435","FIN",1969,1.93,372546,217501,213195,152742,141279,142465,148615,144363,1160160,2.24781237070749,0.253431423251965,0.01391,69.64,2.2562
"436","FIN",1970,1.826,356043,210432,218002,150293,144912,138719,148556,150272,1161186,2.14634089629052,0.254227143627291,0.01339,70.32,2.1256
"437","FIN",1971,1.685,339444,205481,216751,161956,142458,135708,147804,148699,1158857,2.05038930601446,0.262684697076516,0.01258,70.14,1.9808
"438","FIN",1972,1.576,327712,206166,214936,170361,151511,134865,146578,147702,1172119,1.95712551370637,0.274606929842448,0.01175,70.86,1.8314
"439","FIN",1973,1.492,314863,203577,213005,190829,148266,135898,145088,147137,1183800,1.86183561412401,0.286446190234837,0.01042,71.37,1.7018
"440","FIN",1974,1.613,302499,200193,209255,205904,149422,140397,140904,146377,1192452,1.77574694830484,0.297979289732417,0.01144,71.28,1.6384
"441","FIN",1975,1.681,300963,196763,206501,217695,150773,144562,137691,146801,1200786,1.75446832324827,0.306855676198756,0.00975,71.83,1.6094
"442","FIN",1976,1.704,303395,193795,203580,219826,163934,143074,135231,146540,1205980,1.76102837526327,0.318214232408498,0.01,71.98,1.6132
"443","FIN",1977,1.679,307599,190273,201847,214424,171161,151678,134212,145135,1208730,1.78136804745477,0.319000107550901,0.00893,72.51,1.6338
"444","FIN",1978,1.643,312572,188514,197007,208811,189684,147780,135073,143591,1210460,1.8075805891975,0.329209556697454,0.00748,73.08,1.664
"445","FIN",1979,1.636,319534,188810,192443,202866,202770,148114,139186,139314,1213503,1.84320763937131,0.334268642104717,0.00763,73.35,1.6686
"446","FIN",1980,1.632,320963,187672,188597,199240,213091,148902,143123,136025,1216650,1.84666173509226,0.338906834340196,0.00756,73.64,1.6588
"447","FIN",1981,1.645,319531,186090,185962,196535,214980,161754,141518,133697,1220536,1.83256946128586,0.337159248068062,0.00647,73.96,1.647
"448","FIN",1982,1.715,317950,184945,184028,196304,211007,169190,150298,132810,1228582,1.81155999355354,0.331529356607862,0.00601,74.53,1.6542
"449","FIN",1983,1.736,319796,183430,183525,193779,207692,188695,146729,133754,1237604,1.8087950588395,0.324393747919367,0.00613,74.43,1.6728
"450","FIN",1984,1.694,323426,180201,185400,191076,202907,202430,147415,137973,1247402,1.81495780830879,0.315842847774815,0.00638,74.74,1.6844
"451","FIN",1985,1.643,325311,174654,185406,188493,200146,213348,148412,142005,1252464,1.81815764764496,0.310299537551578,0.00616,74.42,1.6866
"452","FIN",1986,1.597,324742,169269,184529,186477,197817,215692,161347,140469,1255600,1.81044440904747,0.306064033131571,0.0057,74.76,1.677
"453","FIN",1987,1.586,321566,162956,183316,184241,197386,211610,168846,149181,1257536,1.78997817955112,0.303472027838567,0.00609,74.79,1.6512
"454","FIN",1988,1.693,314880,155600,181825,183281,194512,208051,188116,145620,1257005,1.75350137827614,0.300550117143528,0.00615,74.76,1.6426
"455","FIN",1989,1.708,311064,148552,178519,184658,191391,203123,201729,146267,1254239,1.73607103590305,0.299822442134234,0.00597,74.97,1.6454
"456","FIN",1990,1.782,309419,147356,173374,184782,188959,200249,212574,147317,1254611,1.7263781363307,0.297893928875165,0.00565,74.98,1.6732
"457","FIN",1991,1.794,312485,148164,168569,184294,187325,198188,215100,160217,1261857,1.73347296880708,0.29450167491245,0.00578,75.4,1.7126
"458","FIN",1992,1.848,317756,150913,163200,184131,185868,198325,211489,167896,1261822,1.76276210115214,0.293225985915605,0.00514,75.64,1.765
"459","FIN",1993,1.814,324759,154803,156320,183184,185300,195839,208286,187168,1270900,1.78874262333779,0.289939413014399,0.00431,75.88,1.7892
"460","FIN",1994,1.846,326440,159168,149669,180528,186866,193020,203646,200866,1273763,1.79396010089789,0.288431992450715,0.00467,76.57,1.8168
"461","FIN",1995,1.807,327702,160375,148349,175246,186674,190427,200867,211737,1273675,1.80101988340825,0.284154120949222,0.00387,76.59,1.8218
"462","FIN",1996,1.764,324870,160110,149043,170085,185798,188599,198750,214240,1266625,1.79539326951544,0.280969505575841,0.00386,76.87,1.8158
"463","FIN",1997,1.746,320172,159261,151543,164059,184737,186520,198430,210461,1255011,1.78580426785104,0.277922663626056,0.00386,77.06,1.7954
"464","FIN",1998,1.7,312733,159787,155397,157061,183365,185694,195683,207263,1244250,1.75939803094233,0.273599357042395,0.00406,77.26,1.7726
"465","FIN",1999,1.735,304936,161419,159511,150146,180381,187026,192838,202603,1233924,1.72988936109517,0.267866578492679,0.00364,77.45,1.7504
"466","FIN",2000,1.729,297522,162210,160460,148858,175244,186739,190213,199863,1223587,1.70208902186767,0.264878590570184,0.00369,77.67,1.7348
"467","FIN",2001,1.726,291275,162161,160146,149360,170051,185731,188289,197682,1213420,1.68031266997412,0.263232021888546,0.00322,78.14,1.7272
"468","FIN",2002,1.718,286792,160820,159350,151954,164393,184707,186371,197444,1205039,1.66595769929438,0.262520134203125,0.00302,78.27,1.7216
"469","FIN",2003,1.759,283195,157991,159957,155834,157511,183281,185579,194872,1195025,1.65884814125228,0.262207903600343,0.00312,78.53,1.7334
"470","FIN",2004,1.8,283137,156377,161772,160146,150718,180493,186972,192029,1188507,1.66760397709059,0.261558408995488,0.00334,78.84,1.7464
"471","FIN",2005,1.803,283693,155531,162870,161559,149749,175525,186798,189539,1181571,1.68068698368528,0.263469567211788,0.00302,78.97,1.7612
"472","FIN",2006,1.837,284949,156824,163226,161766,150595,170779,185979,187897,1177066,1.69458891854832,0.265372544954998,0.00287,79.37,1.7834
"473","FIN",2007,1.829,288127,159204,162144,161773,153383,165214,185085,186172,1172975,1.71946460922015,0.268680918178137,0.00273,79.39,1.8056
"474","FIN",2008,1.847,291628,162465,159922,163128,157648,158757,183950,185566,1171436,1.7426440710376,0.273831434239685,0.00263,79.69,1.8232
"475","FIN",2009,1.865,295002,163216,158952,165701,162543,152352,181293,187140,1171197,1.76316537696049,0.280263696030642,0.00271,79.83,1.8362
"476","FIN",2010,1.87,298114,164053,158484,167612,164398,151847,176611,187231,1170236,1.78322834026641,0.283712003390769,0.00228,80.01,1.8496
"477","FIN",2011,1.827,301621,162860,159963,168353,165057,152802,172117,186481,1167633,1.8082282703555,0.285543488407745,0.00234,80.39,1.8476
"478","FIN",2012,1.8,302977,160535,162625,167897,165536,155863,166939,185618,1165013,1.82044234699527,0.286205389982773,0.00237,80.49,1.8418
"479","FIN",2013,1.747,304083,157292,165983,166069,167305,160340,160821,184591,1162401,1.83119336614473,0.286797757400415,0.00164,80.88,1.8218
"480","FIN",2014,1.71,303006,153643,166595,165567,170172,165351,154636,182119,1158083,1.83151121292688,0.289909272478743,0.00217,81.01,1.7908
"481","FIN",2015,1.649,300136,150090,167324,165545,172264,167323,154103,177605,1154254,1.82018169311087,0.292664352906726,0.00168,81.44,1.7466
"482","FRATNP",1946,2.997,2748237,1615307,1643394,1070274,1418513,1568667,1565231,1480588,10361974,1.85656314134739,0.240184640494176,0.08094,62.35,NA
"483","FRATNP",1947,3.038,3052057,1606809,1623194,1250021,1277490,1544661,1561318,1489168,10352661,2.0636625694592,0.244141192298289,0.07111,63.94,NA
"484","FRATNP",1948,3.02,3351623,1593259,1601778,1408213,1128738,1541188,1549843,1502199,10325218,2.27223880406205,0.245704352198665,0.05573,65.8,NA
"485","FRATNP",1949,3.004,3601883,1573253,1589641,1540100,1008730,1526959,1550865,1514695,10304243,2.44687368106517,0.247357326491621,0.05968,64.89,NA
"486","FRATNP",1950,2.947,3847699,1561748,1578963,1645747,913686,1513712,1546127,1524383,10284366,2.61891622682429,0.248866386124337,0.05139,66.37,3.0012
"487","FRATNP",1951,2.806,4074595,1525713,1580608,1619548,1060710,1396686,1542703,1529886,10255854,2.78106191839314,0.261339328738494,0.04942,66.1,2.963
"488","FRATNP",1952,2.777,4068901,1494403,1575071,1596887,1240141,1258841,1520194,1527670,10213207,2.78877212613041,0.277780328940753,0.04484,67.39,2.9108
"489","FRATNP",1953,2.704,4035224,1462108,1575525,1582739,1395195,1115576,1517069,1518848,10167060,2.77824346467907,0.292900209106664,0.04126,67.32,2.8476
"490","FRATNP",1954,2.715,3981251,1443066,1560813,1573096,1526270,998153,1504052,1520101,10125551,2.75232004658314,0.306093564686011,0.04063,68.19,2.7898
"491","FRATNP",1955,2.684,3936108,1421647,1554504,1567223,1634055,906282,1493936,1517125,10094772,2.72940845023543,0.317122367894986,0.03817,68.44,2.7372
"492","FRATNP",1956,2.674,3908178,1384195,1524819,1577758,1615018,1056414,1384257,1516986,10059447,2.71955764566382,0.317390806870398,0.0358,68.47,2.7108
"493","FRATNP",1957,2.695,3925887,1335907,1499376,1584670,1603592,1240038,1255431,1500209,10019223,2.74284832266933,0.318214496273813,0.03347,68.9,2.6944
"494","FRATNP",1958,2.684,3950641,1318665,1469088,1596649,1602782,1402800,1119996,1506424,10016404,2.76091968734488,0.319419124867567,0.03106,70.11,2.6904
"495","FRATNP",1959,2.753,3973020,1325913,1448379,1585271,1603531,1540900,1007219,1500778,10011991,2.77778316021259,0.318498288702017,0.02947,70.16,2.698
"496","FRATNP",1960,2.741,3997097,1338341,1423636,1578973,1602563,1654560,918401,1496242,10012716,2.7944145224932,0.317749549672636,0.0271,70.37,2.7094
"497","FRATNP",1961,2.826,4013163,1383405,1386584,1542936,1612256,1638277,1067531,1389073,10020062,2.80358953866753,0.314887472752165,0.02576,70.95,2.7398
"498","FRATNP",1962,2.796,4046174,1540760,1337725,1514029,1616090,1629382,1249723,1262044,10149753,2.79053273513158,0.308393613125364,0.02537,70.47,2.76
"499","FRATNP",1963,2.897,4108924,1717820,1357160,1509428,1649674,1650431,1432831,1141978,10459322,2.74993618133183,0.302036977157793,0.02567,70.32,2.8026
"500","FRATNP",1964,2.915,4162893,1844538,1376005,1496324,1639096,1653367,1572326,1026763,10608419,2.7468985717853,0.295559592810201,0.02329,71.28,2.835
"501","FRATNP",1965,2.848,4205581,1969042,1392937,1478329,1635004,1653802,1686607,938266,10753987,2.73750256532763,0.289504999401617,0.02165,71.1,2.8564
"502","FRATNP",1966,2.799,4237155,2089524,1430136,1447774,1597764,1662565,1667656,1086088,10981507,2.7009120879311,0.277333338675648,0.0216,71.51,2.851
"503","FRATNP",1967,2.67,4248812,2099734,1577889,1402322,1573767,1661171,1657218,1264474,11236575,2.64686383528789,0.264857307498059,0.02038,71.5,2.8258
"504","FRATNP",1968,2.587,4246065,2090862,1719705,1387106,1540519,1664195,1652799,1423625,11478811,2.58933220522578,0.255046014783238,0.02028,71.49,2.7638
"505","FRATNP",1969,2.534,4212528,2067831,1853497,1394673,1519319,1649851,1653266,1559835,11698272,2.52068818369072,0.2490959348526,0.01961,71.21,2.6876
"506","FRATNP",1970,2.48,4174927,2055015,1982473,1407779,1495706,1643390,1652232,1671428,11908023,2.45418479625039,0.243825948270338,0.01819,72.1,2.614
"507","FRATNP",1971,2.496,4165848,2043890,2110329,1449461,1465823,1609486,1661051,1654417,11994457,2.43120101226758,0.243052603381712,0.01741,72.07,2.5534
"508","FRATNP",1972,2.418,4190115,2048912,2123481,1605510,1419443,1585743,1661043,1645181,12089313,2.42617632614856,0.250217113247047,0.01602,72.32,2.503
"509","FRATNP",1973,2.308,4226451,2052497,2118216,1753572,1404413,1552021,1665657,1640149,12186525,2.42769427708063,0.259137448944634,0.01532,72.47,2.4472
"510","FRATNP",1974,2.112,4233506,2065288,2100550,1884978,1412817,1530169,1651707,1642083,12287592,2.41174527930289,0.268384155333283,0.0143,72.81,2.3628
"511","FRATNP",1975,1.927,4170284,2078572,2092594,2007611,1424290,1504038,1643659,1640054,12390818,2.35593711407915,0.276971302459612,0.01349,72.9,2.2522
"512","FRATNP",1976,1.83,4049617,2080544,2077636,2123946,1468495,1470394,1608566,1641627,12471208,2.27302110589447,0.288058783078592,0.01256,73.14,2.119
"513","FRATNP",1977,1.863,3893439,2092911,2083851,2136022,1622472,1426733,1577787,1642315,12582091,2.16610045182474,0.298717756849795,0.01185,73.73,2.008
"514","FRATNP",1978,1.823,3763581,2096420,2086203,2131721,1770270,1411436,1546231,1644391,12686672,2.07659400353379,0.307566160770926,0.0108,73.85,1.911
"515","FRATNP",1979,1.856,3644213,2115663,2087961,2115295,1898844,1421615,1525519,1628388,12793285,1.99397504237575,0.313769215647115,0.01034,74.13,1.8598
"516","FRATNP",1980,1.946,3604206,2129390,2092711,2104062,2024479,1436542,1503049,1619612,12909845,1.95427923418136,0.319797875187502,0.01046,74.24,1.8636
"517","FRATNP",1981,1.946,3660880,2139021,2093928,2094006,2146340,1479735,1468279,1587972,13009281,1.96983676499877,0.32594775991079,0.00993,74.4,1.8868
"518","FRATNP",1982,1.913,3743422,2139251,2105642,2096043,2159087,1631596,1424492,1559056,13115167,1.99798858832678,0.3244434478036,0.00956,74.77,1.8968
"519","FRATNP",1983,1.785,3802001,2139608,2107981,2097489,2158383,1776689,1408851,1529158,13218159,2.0134427948703,0.321971614957877,0.00895,74.74,1.8892
"520","FRATNP",1984,1.802,3817455,2124425,2126509,2103541,2145847,1905343,1418865,1509273,13333803,2.00409328081418,0.318692874043512,0.00846,75.23,1.8784
"521","FRATNP",1985,1.815,3822914,2108846,2139392,2113045,2135983,2031041,1432537,1487174,13448018,1.98991390404147,0.315959422421951,0.00846,75.31,1.8522
"522","FRATNP",1986,1.832,3791351,2104439,2147269,2118308,2124271,2155036,1472643,1453639,13575605,1.95493733060147,0.31251491185844,0.00818,75.58,1.8294
"523","FRATNP",1987,1.802,3768342,2114257,2148493,2127743,2128002,2167310,1623870,1407625,13717300,1.9230019027068,0.310246549977036,0.00787,76.15,1.8072
"524","FRATNP",1988,1.806,3741531,2132604,2144210,2128347,2128400,2166664,1768216,1393299,13861740,1.88942492068095,0.307086051246092,0.00794,76.4,1.8114
"525","FRATNP",1989,1.788,3770673,2140273,2128407,2144372,2135110,2152654,1898549,1402006,14001371,1.88515188976851,0.305647354105537,0.00759,76.55,1.8086
"526","FRATNP",1990,1.779,3783378,2117163,2116078,2156516,2144820,2144537,2023831,1416018,14118963,1.87575008164551,0.304649569518668,0.00741,76.84,1.8014
"527","FRATNP",1991,1.77,3776525,2059390,2112880,2159190,2149958,2132401,2150137,1455921,14219877,1.85906495534385,0.303036939067757,0.00732,77.02,1.789
"528","FRATNP",1992,1.734,3755965,1977786,2120673,2160650,2157940,2138422,2161870,1608508,14325849,1.83526679640418,0.301454385007129,0.00683,77.3,1.7754
"529","FRATNP",1993,1.661,3727294,1911543,2136457,2156831,2159718,2139924,2161963,1752938,14419374,1.80944457089469,0.299357586536004,0.0064,77.36,1.7464
"530","FRATNP",1994,1.663,3665617,1855440,2137852,2138816,2176544,2146859,2148606,1882908,14487025,1.77119311936026,0.297877583561842,0.00597,77.78,1.7214
"531","FRATNP",1995,1.714,3609425,1837291,2104591,2117471,2187121,2154266,2141668,2006026,14548434,1.73668004405148,0.295880092661519,0.00498,77.88,1.7084
"532","FRATNP",1996,1.734,3575868,1864625,2045930,2105057,2189815,2159703,2129856,2130472,14625458,1.71147296720554,0.293657265297265,0.00484,78.07,1.7012
