"","Code","Year","TFR","C","W15","W20","W25","W30","W35","W40","W45","W","iTFR","p2534","qx","ex","lagTFR"
"1","AUT",1951,2.021,519897,219734.5,246460,295508,205413,269071.5,294979,286984.5,1818150.5,2.00163792821331,0.275511295682068,0.05986,65.23,NA
"2","AUT",1952,2.061,521442,212146,237360,286867,228451,245720,292318,287811,1790673,2.03839226927529,0.287778952382708,0.05207,66.76,NA
"3","AUT",1953,2.094,503688,205720,232131,273394,256907,216768,291461,287131,1763512,1.99931500324353,0.300707338538099,0.04979,67.25,NA
"4","AUT",1954,2.156,491509,206080,225347,260545,283314,192129,288318,287382,1743115,1.97380149904051,0.312004084641576,0.0484,67.29,NA
"5","AUT",1955,2.289,487230,227484,218913,248554,293583,182680,283276,287606,1742096,1.95776237360054,0.311198119965834,0.04637,67.56,2.1242
"6","AUT",1956,2.486,491073,252557,209773,238594,289608,198203,264266,289263,1742264,1.97301384864751,0.303169898476924,0.04444,67.68,2.2172
"7","AUT",1957,2.572,505981,272887,202458,230049,279491,223138,240227,285263,1733513,2.04317302494991,0.293934917130705,0.04451,67.44,2.3194
"8","AUT",1958,2.6,522818,286011,197083,225082,266603,251245,212106,284523,1722653,2.12447080172269,0.285423123519362,0.04073,68.46,2.4206
"9","AUT",1959,2.688,540564,295258,198003,218059,253862,277034,187916,281411,1711543,2.21084016001935,0.275728392450555,0.04035,68.39,2.527
"10","AUT",1960,2.696,561333,284800,220717,211489,242448,287231,178669,276707,1702061,2.30857237196552,0.266698432077346,0.03755,68.75,2.6084
"11","AUT",1961,2.786,580476,258697,247778,203587,233564,284133,194431,258508,1680698,2.417645525847,0.26010086285579,0.03329,69.72,2.6684
"12","AUT",1962,2.8,596764,242949,269190,198650,226737,275519,219852,235822,1668719,2.50332620411226,0.254918293613245,0.03292,69.5,2.714
"13","AUT",1963,2.821,611933,243665,281877,194501,222644,263426,247965,208452,1662530,2.57651350652319,0.250909758019404,0.03134,69.64,2.7582
"14","AUT",1964,2.795,627699,243180,290284,196822,216896,251929,273979,185058,1658148,2.64987986597095,0.249506075452855,0.02903,70.13,2.7796
"15","AUT",1965,2.703,638287,240277,278634,219096,211092,241120,284436,176258,1650913,2.70638670844557,0.260575814715857,0.02775,69.93,2.781
"16","AUT",1966,2.663,642955,249850,252363,244887,204054,232971,281977,191951,1658053,2.71443976760695,0.270763962310011,0.02783,70.24,2.7564
"17","AUT",1967,2.621,641479,252340,238679,266200,199570,226909,273893,217522,1675113,2.6806269189004,0.27805288359651,0.0262,70.12,2.7206
"18","AUT",1968,2.586,637779,245026,242440,278629,195756,223386,262620,245479,1693336,2.63648384018293,0.280148180869007,0.02531,70.27,2.6736
"19","AUT",1969,2.488,629166,244492,243152,285084,197280,217406,251396,270936,1709746,2.57591595476755,0.282126116978779,0.02492,70.04,2.6122
"20","AUT",1970,2.292,616606,245387,242681,273634,218728,211850,240852,281392,1714524,2.5174579066843,0.287171249862936,0.02487,70.09,2.53
"21","AUT",1971,2.2,599984,249052,255247,248118,242975,204883,232796,279103,1712174,2.45295630000222,0.286824236321776,0.02556,70.3,2.4374
"22","AUT",1972,2.085,582466,257040,260937,236556,263681,200186,226905,271205,1716510,2.37532085452459,0.291426790406115,0.02456,70.62,2.3302
"23","AUT",1973,1.938,561071,265165,258783,243384,276318,196423,223276,260277,1723626,2.27862482928431,0.301516686334506,0.02298,71.2,2.2006
"24","AUT",1974,1.908,534315,274437,257569,248959,285160,198741,217795,249703,1732364,2.1590179662011,0.308317997834173,0.02334,71.18,2.0846
"25","AUT",1975,1.827,508919,282638,255745,248745,274495,219464,211842,238926,1731855,2.05700419492394,0.302126910162802,0.0202,71.32,1.9916
"26","AUT",1976,1.688,487647,291022,255825,259006,249249,242938,204103,230534,1732677,1.97008963586404,0.293335110929504,0.01759,71.8,1.8892
"27","AUT",1977,1.631,467621,300292,263191,262161,236877,263203,198979,224342,1749045,1.87150530718192,0.285320274778522,0.01657,72.15,1.7984
"28","AUT",1978,1.604,450718,309493,271316,257444,242133,274978,194879,220569,1770812,1.78168320521885,0.282117469273983,0.01494,72.21,1.7316
"29","AUT",1979,1.598,438645,317628,279110,252842,245134,282632,196225,214861,1788432,1.71687545291071,0.278442792345474,0.01481,72.55,1.6696
"30","AUT",1980,1.652,429620,323389,288813,252330,245300,272429,217395,209181,1808837,1.66258209003907,0.275110471535025,0.01448,72.69,1.6346
"31","AUT",1981,1.674,430534,325726,298726,255280,256567,248391,241745,202222,1828657,1.64806084465266,0.279903229528556,0.01265,72.99,1.6318
"32","AUT",1982,1.661,438906,325292,307027,265158,260042,236089,262245,197494,1853347,1.65772626496819,0.283379205297227,0.01276,73.15,1.6378
"33","AUT",1983,1.559,446327,321345,313217,271725,253743,239966,272913,192774,1865683,1.67460870898218,0.281649133320076,0.01154,73.22,1.6288
"34","AUT",1984,1.522,451962,316576,320535,279725,249977,243125,280523,194267,1884728,1.67861569414791,0.281049573201014,0.0113,73.77,1.6136
"35","AUT",1985,1.474,456409,310680,325984,288614,250291,243248,270445,215095,1904357,1.67765970351147,0.282985280596023,0.01099,73.99,1.578
"36","AUT",1986,1.449,453329,302421,328100,297068,253558,254614,246213,239110,1921084,1.65182938382705,0.286622552683797,0.01017,74.46,1.533
"37","AUT",1987,1.432,447961,293316,326873,304093,262403,257311,233529,258920,1936445,1.61932148860412,0.29254432736277,0.00973,74.91,1.4872
"38","AUT",1988,1.447,441200,280825,322831,310700,270331,252310,238499,270288,1945784,1.58722653696402,0.298610226006587,0.00815,75.38,1.4648
"39","AUT",1989,1.446,440612,266850,319930,319061,278828,249140,242130,277681,1953620,1.5787532887665,0.306041604815675,0.00828,75.47,1.4496
"40","AUT",1990,1.457,443189,256295,318158,328269,289422,251144,243214,268311,1954813,1.58701778635604,0.315984700326834,0.00784,75.74,1.4462
"41","AUT",1991,1.507,449804,248383,314416,335644,300651,256551,255656,244919,1956220,1.60954698346812,0.325267607937757,0.0076,75.8,1.4578
"42","AUT",1992,1.505,460519,239952,310909,341341,311757,268506,259879,233643,1965987,1.63970209365576,0.332198534374846,0.00754,76,1.4724
"43","AUT",1993,1.501,470159,233656,304522,344837,323806,279168,257161,239522,1982672,1.6599382046047,0.337243376614992,0.00649,76.23,1.4832
"44","AUT",1994,1.465,473963,228436,291958,344147,334519,289212,255233,243532,1987037,1.66969261266901,0.341546735163965,0.00617,76.55,1.487
"45","AUT",1995,1.423,473169,223293,277895,339279,341471,298360,256129,244577,1981004,1.67197188900174,0.343638882102207,0.00531,76.78,1.4802
"46","AUT",1996,1.446,469332,222796,266751,330692,345083,307120,260495,256292,1989229,1.65155645730079,0.339717046152052,0.00506,77.04,1.468
"47","AUT",1997,1.393,461292,226223,254409,322163,346745,314773,270509,259448,1994270,1.61916089596695,0.335414963871492,0.00458,77.43,1.4456
"48","AUT",1998,1.37,449613,231072,243395,311442,346300,323406,278626,255656,1989897,1.58163512985848,0.330540726479813,0.00479,77.79,1.4194
"49","AUT",1999,1.34,436925,234263,236640,297569,344078,332845,287317,253284,1985996,1.54002072511727,0.323085746396267,0.00424,77.97,1.3944
"50","AUT",2000,1.364,424501,237568,231886,285220,340791,340649,297210,254612,1987936,1.49476995235259,0.314905007002238,0.00478,78.24,1.3826
"51","AUT",2001,1.331,414486,237102,231496,274988,333964,345630,306437,259249,1988866,1.45882226354113,0.306180506881811,0.00476,78.73,1.3596
"52","AUT",2002,1.394,400978,235420,236895,264940,327188,348707,314838,269718,1997706,1.40503457465713,0.296403975359738,0.00417,78.86,1.3598
"53","AUT",2003,1.376,397513,234201,245321,257350,318659,349274,324093,277904,2006802,1.38657974229645,0.287028316694921,0.00443,78.86,1.361
"54","AUT",2004,1.419,394885,235546,252296,253931,307257,348578,334698,287355,2019661,1.3686430544532,0.277862472959571,0.00453,79.37,1.3768
"55","AUT",2005,1.408,397723,237055,259209,252376,297345,346485,343691,298051,2034212,1.36861890501088,0.270237811988131,0.00416,79.53,1.3856
"56","AUT",2006,1.409,398332,239394,260771,255461,289274,341421,349707,308349,2044377,1.36389912428089,0.26645525751855,0.0036,79.97,1.4012
"57","AUT",2007,1.385,399333,241659,258398,261030,279734,334465,352450,316459,2044195,1.36744831094881,0.264536406751802,0.00364,80.17,1.3994
"58","AUT",2008,1.417,396093,243673,256950,268256,271832,325549,352731,325906,2044897,1.35588785156416,0.264115014105845,0.00374,80.37,1.4076
"59","AUT",2009,1.396,396283,244726,257312,273291,266918,313424,351554,336284,2043509,1.35745964417088,0.264353619191303,0.00376,80.21,1.403
"60","AUT",2010,1.443,392985,243834,257315,277046,262475,301763,348335,344349,2035117,1.35171343957129,0.26510564257485,0.00397,80.48,1.41
"61","AUT",2011,1.431,393186,241074,258683,276964,263653,292754,342229,349600,2024957,1.35919034330112,0.266977027166503,0.00359,80.83,1.4144
"62","AUT",2012,1.44,393699,237509,261003,275403,269690,283454,335611,352351,2015021,1.36767458006641,0.270514798605077,0.00323,80.85,1.4254
"63","AUT",2013,1.436,396879,233817,264788,274611,277264,276336,327560,353242,2007618,1.38380558452853,0.274890442305259,0.00312,81.08,1.4292
"64","AUT",2014,1.464,399504,228834,267430,277369,283973,272964,316726,352873,2000169,1.39814585667511,0.280647285304392,0.00312,81.39,1.4428
"65","BLR",1964,2.282,928505.68,296779.88,318039.58,387818.1,383708.33,383707.7,269292.33,209078.95,2248424.87,2.89070800039674,0.343140853979257,0.02534,73.49,NA
"66","BLR",1965,2.241,893552.22,320636.37,285742.46,394805.87,374151,385456.05,301813.2,192520.75,2255125.7,2.77362168326138,0.340981821988903,0.02268,73.04,NA
"67","BLR",1966,2.309,853613.8,350205.1,250021.23,392084.57,357565.59,397936.57,323571.72,200588.5,2271973.28,2.63000302538769,0.329955535392564,0.02195,73.39,NA
"68","BLR",1967,2.286,819865.72,361805.37,238825.24,372600.95,369808.48,386552.71,356749.31,207955.61,2294297.67,2.50144526363922,0.323588974398427,0.02045,73.16,NA
"69","BLR",1968,2.316,789300.64,366855.22,248027.98,341366.59,364070.95,393905.8,363910.17,243027.23,2321163.94,2.38031635111478,0.30391543132451,0.01965,73.27,2.2868
"70","BLR",1969,2.29,766321.63,370504.66,272032.57,296833.92,374649.67,376315.87,377820.96,266231.01,2334388.66,2.29792557765424,0.287648582905642,0.01879,72.9,2.2884
"71","BLR",1970,2.354,743893.2,375321.83,297260.92,261101.97,383497.53,362632.58,381091.03,296984.37,2357890.23,2.20843715867129,0.273379774765851,0.01922,72.36,2.311
"72","BLR",1971,2.36,729443.31,391066.54,329533.51,233073.4,378399.19,348717.48,391517.83,322043.62,2394351.57,2.13256199882125,0.255381288889,0.01644,73.02,2.3212
"73","BLR",1972,2.311,721506.75,405880.69,347331.39,225468.15,361774.12,361043.01,381607.99,354452.52,2437557.87,2.07197019285536,0.240914185967614,0.01626,72.73,2.3262
"74","BLR",1973,2.227,718620.55,420448.93,357405.1,239130.56,332730.17,358290.64,387520.67,362533.9,2458059.97,2.04646913069416,0.232647183949706,0.01644,72.75,2.3084
"75","BLR",1974,2.214,716156.35,434567,363715.93,267902.51,291981.9,371381.63,370941.04,374811.65,2475301.66,2.02524586437679,0.226188354755921,0.01668,73.08,2.2932
"76","BLR",1975,2.157,724993.54,438125.22,368547.67,297919.18,261672.82,382395.71,358819.04,377625.6,2485105.24,2.04214883873489,0.22517839123787,0.01856,72.12,2.2538
"77","BLR",1976,2.12,725412.51,438040.2,379273.36,330553.59,234051.3,378001.33,345415.13,386816.64,2492151.55,2.03755167698369,0.226553192561664,0.01796,71.97,2.2058
"78","BLR",1977,2.087,725632.87,435356.49,389558.38,347837.58,225987.48,361778.73,357792.49,376553.86,2494865.01,2.03595387711979,0.230002448108405,0.01718,71.92,2.161
"79","BLR",1978,2.065,724476.75,432464.98,398434.18,357737.01,239046.26,333319.85,355750.15,381713.27,2498465.7,2.02978061696024,0.238859901098502,0.0176,71.75,2.1286
"80","BLR",1979,2.028,722485.19,423828.93,409913.13,360036.48,269051.84,291104.9,369915.81,364566.43,2488417.52,2.03237450683115,0.252806578857394,0.01667,71.35,2.0914
"81","BLR",1980,2.007,735914,420702,416858,364066,299985,260503,379648,353162,2494924,2.06475147138751,0.266160812914542,0.01614,71.1,2.0614
"82","BLR",1981,2.008,748696,409066,427631,375252,333993,232976,374737,339035,2492690,2.10249649976531,0.284529965619471,0.01646,71.38,2.039
"83","BLR",1982,1.991,760989,400635,433756,388148,352616,225348,357386,351007,2508896,2.12321395546089,0.295254964733492,0.01563,71.52,2.0198
"84","BLR",1983,2.154,773357,385315,434692,400240,363223,238643,328017,349052,2499182,2.16610835065233,0.305485154742632,0.0152,71.32,2.0376
"85","BLR",1984,2.096,789436,376245,425916,412598,365409,268179,287886,361898,2498131,2.21207454693129,0.311435629276447,0.01498,70.72,2.0512
"86","BLR",1985,2.055,804311,365566,417106,420448,367923,298580,258779,371822,2500224,2.25186903253468,0.315320147314801,0.01425,70.97,2.0608
"87","BLR",1986,2.156,815146,363036,400772,429539,376557,331729,231355,367154,2500142,2.28227916654334,0.322420086539085,0.01345,72.33,2.0904
"88","BLR",1987,2.086,828140,357175,385277,432368,388002,350734,222403,351056,2487015,2.33089868778435,0.329861299590071,0.01317,72.2,2.1094
"89","BLR",1988,2.12,828265,355001,368462,432080,400013,361412,235163,323482,2475613,2.34198762084381,0.336115943808665,0.01303,71.95,2.1026
"90","BLR",1989,2.028,825449.96,352871.56,356975.54,427981.88,415985.6,365657.25,263245.63,281514.55,2464232.01,2.34480750860793,0.342487020935987,0.01141,71.76,2.089
"91","BLR",1990,1.913,811192,358821,346924,415447,425472,368000,294622,253594,2462880,2.30557071396089,0.341437260443059,0.01152,71.21,2.0606
"92","BLR",1991,1.806,790711,360889,340853,398114,432608,375063,325829,226379,2459735,2.25023305356065,0.337728251214054,0.01173,70.63,1.9906
"93","BLR",1992,1.765,753650,359087,339158,382499,436116,386253,345591,217106,2465810,2.13947952194208,0.331986243871182,0.01217,70.21,1.9264
"94","BLR",1993,1.624,722078,359079,342585,368221,435522,398496,356967,229643,2490513,2.02952002258169,0.322721864933048,0.01213,69.11,1.8272
"95","BLR",1994,1.535,672896,361989,344233,356897,428895,415199,362352,258313,2527878,1.86333042971219,0.310850444523035,0.01297,68.87,1.7286
"96","BLR",1995,1.407,624279,365518,350661,345572,418316,426473,366261,290374,2563175,1.70489841700235,0.29802413022911,0.01296,68.43,1.6274
"97","BLR",1996,1.335,579617,368767,355200,338730,401025,434331,374232,322127,2594412,1.56386842182352,0.285133972553318,0.01237,68.6,1.5332
"98","BLR",1997,1.25,541877,372013,356702,336998,384352,437045,384830,341391,2613331,1.45145754594424,0.276027032166993,0.01224,68.39,1.4302
"99","BLR",1998,1.3,503461,376944,356608,339315,367537,434425,395268,351460,2621557,1.34432591013661,0.269630605018315,0.01146,68.3,1.3654
"100","BLR",1999,1.311,479100,383847,350480,344473,356361,425941,413980,356762,2631844,1.27427765475461,0.266290099261202,0.01146,67.9,1.3206
"101","BLR",2000,1.318,464106,390941,352465,347072,347189,414477,422503,359848,2634495,1.23315550039002,0.263527165547856,0.00935,68.9,1.3028
"102","BLR",2001,1.287,457561,395464,355609,346509,344684,397584,430943,368463,2639256,1.21357193087749,0.261889335479393,0.00906,68.46,1.2932
"103","BLR",2002,1.241,454778,402182,358390,345413,342903,381407,433903,379853,2644051,1.20400325107193,0.260326294765116,0.00771,67.96,1.2914
"104","BLR",2003,1.232,454012,402743,362210,343948,343887,366267,431790,390569,2641414,1.20317526900365,0.260404086599072,0.00773,68.47,1.2778
"105","BLR",2004,1.234,449688,396810,369974,345645,342962,354811,421694,407397,2639293,1.19267394715176,0.260905856227406,0.00693,68.9,1.2624
"106","BLR",2005,1.253,445448,388415,376429,346401,344064,344755,409775,415232,2625071,1.18782920538149,0.263027171455553,0.00714,68.71,1.2494
"107","BLR",2006,1.335,442450,375785,380407,348029,343039,341304,392980,422205,2603749,1.1894963761868,0.265412679947261,0.00629,69.33,1.259
"108","BLR",2007,1.43,447843,357279,385870,350664,341207,339891,376673,425258,2576842,1.21656702273558,0.268495701327439,0.00536,70.22,1.2968
"109","BLR",2008,1.488,461016,341865,386298,354176,339700,340404,361780,423098,2547321,1.26686507118655,0.272394409656262,0.0046,70.41,1.348
"110","BLR",2009,1.509,478431,324241,381975,362055,340656,339266,350477,413239,2511909,1.33325570313256,0.279751774447243,0.00473,70.45,1.403
"111","BLR",2010,1.495,500431,304150,378222,369637,342191,340419,340897,402523,2478039,1.41362464432561,0.287254558947619,0.00395,70.45,1.4514
"112","BLR",2011,1.516,518350,284572,370711,374991,344300,339993,337605,387155,2439327,1.48747994836281,0.294872725140992,0.00387,70.66,1.4876
"113","BLR",2012,1.621,533353,265712,357801,381729,347505,338316,336630,371597,2399290,1.55607325500461,0.30393741481855,0.00342,72.19,1.5258
"114","BLR",2013,1.668,549462,245947,345895,384476,351783,337207,337377,357480,2360165,1.62964623236087,0.31195234231505,0.00346,72.65,1.5618
"115","BLR",2014,1.697,562055,233838,326860,382297,360979,338927,336836,346868,2326605,1.69104123819901,0.319468066130693,0.00344,73.23,1.5994
"116","BGR",1947,2.829,662138.51,342406.13,363043.93,249278.93,256162.53,260910.95,237416.88,191885.88,1901105.23,2.43803946086667,0.265867166122098,0.13281,54.1,NA
"117","BGR",1948,2.875,675057.43,345136.45,354942.25,293341.21,218833.91,270894.83,241833.86,201402.09,1926384.6,2.45298992215781,0.26587376165694,0.12071,55.8,NA
"118","BGR",1949,2.869,697533.1,339263.33,355853.89,321604.43,216074.35,254877.26,248745.1,205823.57,1942241.93,2.5139667847661,0.276834091415172,0.11663,57.94,NA
"119","BGR",1950,2.927,728096.54,343679.44,344936.93,340594.3,203568.62,265662.87,249400.66,218348.51,1966191.33,2.59215657308386,0.27675990209966,0.09681,61.42,NA
"120","BGR",1951,2.424,756650.53,334632.8,342587.58,342347.12,213239.73,262080.54,256932.71,216480.16,1968300.64,2.69092718986262,0.282267270918532,0.09789,60.64,2.7848
"121","BGR",1952,2.428,742464.54,332451.92,330467.69,348724.56,240778.26,245830.96,252253.22,228363.89,1978870.5,2.62637286270122,0.297898634599889,0.09759,59.63,2.7046
"122","BGR",1953,2.411,734866.1,319329.05,332828.92,342536.7,282651.37,211935.79,260230.1,233232.3,1982744.23,2.59441567004333,0.315314532525458,0.08049,64.15,2.6118
"123","BGR",1954,2.36,725650.06,308784,328943.48,343733.67,310509.36,207989.54,246758.99,239477.57,1986196.61,2.55742578273759,0.32939489812139,0.08521,64.4,2.51
"124","BGR",1955,2.38,712038.4,293088.66,333529.15,334211.51,329132.28,197199.74,255979.5,241258.23,1984399.07,2.51172703885615,0.334279429993887,0.0834,64.81,2.4006
"125","BGR",1956,2.345,689658.96,288117.37,326966.94,331353.02,331872.7,206766.57,253386.15,247207.56,1985670.31,2.43122571541093,0.334005960939205,0.07178,65.21,2.3848
"126","BGR",1957,2.254,684741.3,281919.56,325096.67,321735.37,338000.07,234079.7,236818.73,244148.57,1981798.67,2.41860546813264,0.332897306869219,0.06457,66.61,2.35
"127","BGR",1958,2.231,671403.91,282944.18,314232.97,325068.01,334761.81,274567.34,206730.5,251646.93,1989951.74,2.36177957260411,0.331580815120672,0.05153,68.72,2.314
"128","BGR",1959,2.235,660164.83,283894.53,305045.63,323238.51,337778.52,303054.78,203124.22,240224.22,1996360.41,2.31478934707987,0.331111069268299,0.05503,66.59,2.289
"129","BGR",1960,2.312,658652.29,288544.08,290555.22,329516.24,329590.66,323370.85,192996.13,249921.68,2004494.86,2.30011367053343,0.328814462512515,0.04525,69.19,2.2754
"130","BGR",1961,2.291,660298,293320,286480,324406,328591,327255,201590,249892,2011534,2.29779163563728,0.324626379668452,0.03738,70.22,2.2646
"131","BGR",1962,2.241,656753,307350,280629,324365,319462,335651,228261,235925,2031643,2.26283407074963,0.316899671841953,0.03657,69.51,2.262
"132","BGR",1963,2.211,654219,314578,281784,313277,323304,332095,270040,203987,2039065,2.24589848778729,0.312192598078041,0.03522,70.33,2.258
"133","BGR",1964,2.184,652202,327106,282721,304215,321154,335706,299285,200578,2070765,2.2046992295118,0.301999019685961,0.03256,71.14,2.2478
"134","BGR",1965,2.086,648407,338076,287476,289484,327975,327413,320331,190197,2080952,2.18114065100973,0.296719482236976,0.02925,71.3,2.2026
"135","BGR",1966,2.025,636264,346452,290212,284716,321938,325306,324810,197847,2091281,2.12972240459317,0.290087271868295,0.03075,71.23,2.1494
"136","BGR",1967,2.022,624459,341822,302513,279518,321852,316688,332387,225707,2120487,2.06141938149114,0.283599946616037,0.03313,70.41,2.1056
"137","BGR",1968,2.269,616469,343661,309696,279720,311799,319944,328790,267260,2160870,1.99701185170788,0.273741132044038,0.02993,71.24,2.1172
"138","BGR",1969,2.268,628331,341147,321191,280955,302621,318397,331728,296822,2192861,2.00574363810565,0.266125395088882,0.03048,70.41,2.134
"139","BGR",1970,2.173,643951,336652,333816,283767,288724,324068,324075,316556,2207658,2.04182758380148,0.259320510695044,0.02679,71.25,2.1514
"140","BGR",1971,2.102,648575,329502,344721,288759,283179,319747,322112,320428,2208448,2.05575363332078,0.258977345176341,0.02443,70.85,2.1668
"141","BGR",1972,2.028,661520,331919,339532,300627,277672,319491,313197,327783,2210221,2.09510270692388,0.261647590897019,0.02552,70.87,2.168
"142","BGR",1973,2.148,668218,328973,340773,307291,277429,309192,316140,323863,2203661,2.12261595590247,0.265340267854266,0.02683,71.32,2.1438
"143","BGR",1974,2.289,667506,325796,338193,318487,278395,299948,314506,326643,2201968,2.12198451566962,0.271067517784091,0.02619,71.18,2.148
"144","BGR",1975,2.226,675357,322345,334000,330975,281187,286195,320382,319076,2194160,2.15458261931673,0.278996062274401,0.02195,71.01,2.1586
"145","BGR",1976,2.243,678830,311557,324578,342241,287908,281454,315396,314924,2178058,2.18167284801415,0.289316905243111,0.02267,71.35,2.1868
"146","BGR",1977,2.206,688799,308994,325666,337476,3e+05,275945,316558,306144,2170783,2.22113080856078,0.29366178010423,0.02369,70.76,2.2224
"147","BGR",1978,2.149,698697,309206,320975,338345,306776,274883,307119,309843,2167147,2.25682844772413,0.297682160001144,0.02194,71.13,2.2226
"148","BGR",1979,2.155,692741,305355,313474,332486,316372,273970,296174,307553,2145384,2.26028860101502,0.302443758320189,0.01988,71.23,2.1958
"149","BGR",1980,2.054,688833,304324,309935,327768,327932,277428,282237,314259,2143883,2.24911107555776,0.305846914220599,0.01969,71.07,2.1614
"150","BGR",1981,2.003,665507,300840,306587,319762,338124,283864,277091,309492,2135760,2.18121371315129,0.308033674195603,0.01865,71.47,2.1134
"151","BGR",1982,2.012,647141,295320,304434,320668,333390,295949,271629,310699,2132089,2.12467068682405,0.306768619884067,0.0182,71.08,2.0746
"152","BGR",1983,2.006,632481,289658,305502,316406,334551,303098,270908,301522,2121645,2.08676145160948,0.306817115964264,0.01639,71.25,2.046
"153","BGR",1984,2.009,621511,293993,304586,312545,331278,314908,271933,292607,2121850,2.05036972453284,0.303425312816646,0.01605,71.34,2.0168
"154","BGR",1985,1.978,609179,300386,303643,309121,326655,326386,275403,278768,2120362,2.01109669009348,0.299843139992133,0.01479,71.06,2.0016
"155","BGR",1986,2.019,602244,299635,293796,309572,320132,338348,280722,272228,2114433,1.99377705512542,0.297812226729341,0.01434,71.54,2.0048
"156","BGR",1987,1.965,598250,308213,286925,305746,321853,333484,293424,267731,2117376,1.97780176973764,0.296404134173619,0.01449,71.35,1.9954
"157","BGR",1988,1.972,593077,313669,281910,303904,318887,334390,301075,267641,2121476,1.95691066031386,0.293564951948549,0.01363,71.41,1.9886
"158","BGR",1989,1.889,590539,315494,285183,301229,315970,331272,312213,269158,2130519,1.94026572867926,0.289694201272084,0.0141,71.47,1.9646
"159","BGR",1990,1.787,569855.1,313929.5,287701.25,293310.75,307679.25,321572.75,321641.5,269268.75,2115103.75,1.88595273399709,0.28414208995658,0.0144,71.32,1.9264
"160","BGR",1991,1.644,543248.17,312089,289030,283469,298658,309646.5,328626,271844,2093362.5,1.81656888857042,0.278082271942867,0.01631,71.19,1.8514
"161","BGR",1992,1.544,512722.08,311521,291257.25,271977.5,289747.75,306094.25,319656.25,281180.5,2071434.5,1.73264207002442,0.271176930769474,0.01548,71.19,1.7672
"162","BGR",1993,1.466,482313,312122,289850,262495,282680,297845,315703,285425,2046120,1.65004545187966,0.266443317107501,0.01512,71.18,1.666
"163","BGR",1994,1.378,459217.87,310297.33,288854.61,264887.22,279102.22,293765.99,310969.13,295258.27,2043134.77,1.57332993261135,0.266252352995784,0.01583,70.86,1.5638
"164","BGR",1995,1.249,433083.32,302756.9,290817.43,270254.98,275525.6,289301.09,303981.02,306449.41,2039086.43,1.48673601834524,0.267659365473782,0.01411,70.97,1.4562
"165","BGR",1996,1.257,404472.42,294891.58,292750.96,274585.65,269721.07,284356.08,295429.52,315500.29,2027235.15,1.3966346923296,0.268497080864053,0.01563,70.84,1.3788
"166","BGR",1997,1.122,383587.91,286411.83,295546.2,279288.6,262374.77,279823.96,295131.82,309277.2,2007854.38,1.33730583091389,0.269772238164005,0.01652,70.3,1.2944
"167","BGR",1998,1.152,358150.41,278622.89,298829.77,281009.81,256929.21,276602.47,290964.9,307445.43,1990404.48,1.25956954739169,0.270266182278689,0.01464,70.9,1.2316
"168","BGR",1999,1.284,338374.69,272506.56,296553.42,279399.72,259337.02,272940.01,286796.77,302667.16,1970200.66,1.20222415822356,0.273442574118313,0.01542,71.55,1.2128
"169","BGR",2000,1.322,330413.94,266439.25,290161.44,280288.7,263601.85,269682.98,282576.07,295210.74,1947961.03,1.18734283919427,0.279210180092771,0.01366,71.57,1.2274
"170","BGR",2001,1.236,329351.88,262472.54,283296.53,281279.74,267500.78,263595,277532.11,287128.97,1922805.67,1.19900996547405,0.285406127390918,0.01409,71.87,1.2232
"171","BGR",2002,1.213,321375,260236,276819,282946,271171,256274,273341,286679,1907466,1.17937881985839,0.290499018068998,0.01324,72.13,1.2414
"172","BGR",2003,1.234,326672.9,255824.32,269190.48,286410.21,272141.56,250577.03,269596.16,283519.02,1887258.78,1.21165699385434,0.295959290755028,0.01243,72.35,1.2578
"173","BGR",2004,1.287,330942.71,252249.81,262390.13,284170.44,270467.81,252375.74,265428.5,279624.74,1866707.17,1.24100823483739,0.297121186929389,0.01188,72.56,1.2584
"174","BGR",2005,1.314,330361.21,249070.93,255000.96,278360.36,271262.83,255476.95,261749.8,275315.71,1846237.54,1.25256280402575,0.297699065310957,0.01053,72.54,1.2568
"175","BGR",2006,1.378,331860.04,244194.79,250096.14,270823.33,272513.44,258897.91,255076.42,269829.48,1821431.51,1.27538162552157,0.298302059131501,0.00999,72.66,1.2852
"176","BGR",2007,1.417,337523.98,235175.88,247107.08,262739.28,274555.09,262125.52,247124.13,265184.5,1794011.48,1.31697477209009,0.299493273030784,0.00933,72.98,1.326
"177","BGR",2008,1.479,343935.17,224954.35,244321.96,254090.92,277133.3,263206.37,241649.18,260672.94,1766029.02,1.36325403644839,0.300801523635212,0.00885,73.29,1.375
"178","BGR",2009,1.567,350529.16,212791.19,242302.81,247132.93,273583.53,262046.8,243401.04,255874.2,1737132.5,1.41250256960825,0.299756328316925,0.00941,73.62,1.431
"179","CAN",1921,3.528,1092326.74,396994.05,360385.17,337590.09,310378.98,286929.49,237668.5,197427.58,2127373.86,3.59423762967549,0.304586364523629,0.11376,57.03,NA
"180","CAN",1922,3.4,1063535.62,404843.83,364459.72,341325.75,312959.46,292717.53,245493.42,203068.49,2164868.2,3.43889264944628,0.302228657615277,0.11437,56.99,NA
"181","CAN",1923,3.229,1068516.97,413351.78,369626.03,344567.4,316575.61,295933.97,252084.66,210601.64,2202741.09,3.3955959799161,0.300145583610101,0.11016,56.93,NA
